报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),382053,557889,286051,176840,162614,74706,62800,49980,36706,24565,
营业收入(万元),382053,557889,286051,176840,162614,74706,62800,49980,36706,24565,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),345506,452174,243678,156643,141317,63250,50826,40559,29366,21585,
营业成本(万元),268357,376381,195459,119396,111936,47071,40583,33989,24926,19109,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),7228,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1530,1168,1164,4519,4868,2509,2139,1650,1202,804,
销售费用(万元),7069,7248,4212,3365,2662,1113,677,334,604,302,
管理费用(万元),19666,24728,22875,13516,9870,6122,3400,2582,1564,761,
财务费用(万元),20300,14049,7418,4502,5008,1019,956,594,94,13,
资产减值损失(万元),21357,28600,12551,11346,6973,5416,3071,1410,977,597,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-6380,810,68,91,-20,--,--,--,-3,-23,
对联营企业和合营企业的投资收益(万元),59,--,68,91,-20,--,--,--,-3,-23,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),36172,110109,42441,20288,21277,11456,11974,9421,7337,2958,
营业外收入(万元),1344,208,3296,1816,1484,710,2362,1450,1467,1586,
营业外支出(万元),3228,2863,454,261,283,129,60,23,58,10,
非流动资产处置损失(万元),--,--,9,67,18,--,--,8,1,--,
利润总额(万元),34288,107454,45283,21843,22478,12038,14276,10847,8746,4533,
所得税费用(万元),10300,19431,8301,4485,4373,1646,1599,2703,2220,1245,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),23988,88023,36982,17358,18105,10391,12677,8144,6526,3288,
归属于母公司所有者的净利润(万元),20380,84398,33931,15921,16677,10410,12725,8151,6545,3288,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),3608,3625,3051,1437,1428,-18,-48,-6,-19,--,
基本每股收益,0.13,0.53,0.35,0.36,0.38,0.51,1.14,0.79,0.66,0.48,
稀释每股收益,0.13,0.53,0.35,0.36,0.38,0.51,1.14,0.79,0.66,0.48,
