报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),2585478,2392084,1713844,1709266,1539767,
营业收入(万元),2585478,2392084,1713844,1709266,1539767,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),2266353,2195309,1605350,1539145,1374847,
营业成本(万元),1985857,1964153,1429177,1374339,1229600,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),122288,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),15666,12704,9909,7124,7490,
销售费用(万元),30570,26440,22877,21040,18118,
管理费用(万元),91028,173288,144748,134939,118945,
财务费用(万元),7990,13456,-8332,-4585,-2557,
资产减值损失(万元),12953,5268,6971,6288,3252,
公允价值变动收益(万元),-100,176,--,761,-865,
投资收益(万元),10097,11394,7968,11821,617,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),340432,213866,116518,180254,164672,
营业外收入(万元),697,3877,5777,5673,3688,
营业外支出(万元),5384,1290,124,332,1264,
非流动资产处置损失(万元),--,--,--,--,1146,
利润总额(万元),335746,216454,122170,185595,167095,
所得税费用(万元),58624,33721,21772,32993,25682,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),277122,182732,100398,152602,141413,
归属于母公司所有者的净利润(万元),277122,182732,100398,152602,141413,
被合并方在合并前实现净利润(万元),--,4298,52,-5142,32495,
少数股东损益(万元),--,--,--,--,--,
基本每股收益,1.3,0.93,0.59,0.9,--,
稀释每股收益,1.3,0.93,0.59,0.9,--,
