报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),25832,64031,69929,125546,178692,172550,126592,113030,84994,84574,75341,48916,97691,
营业收入(万元),25832,64031,69929,125546,178692,172550,126592,113030,84994,84574,75341,48916,97691,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
营业总成本(万元),39948,101496,118357,143630,179033,176008,135414,118273,94874,89697,86311,54907,105045,
营业成本(万元),18983,36816,61421,108803,152450,151706,112667,99179,78063,71222,63873,37624,83454,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
研发费用(万元),1217,--,--,--,--,--,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
营业税金及附加(万元),180,265,360,775,229,340,331,299,337,437,418,359,456,
销售费用(万元),1690,2223,2089,2693,2686,2511,2796,2243,2444,2333,2206,2220,2832,
管理费用(万元),7143,12231,15646,15477,16123,14102,13576,10997,9180,9965,10813,9169,12487,
财务费用(万元),6533,7758,4334,4247,3874,3231,2705,2221,1253,1091,1803,2308,3512,
资产减值损失(万元),4201,42203,34507,11635,3670,4118,3339,3334,3597,4647,7197,3226,2303,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
投资收益(万元),1253,3482,228,5888,309,1291,672,2978,344,3101,376,-584,25516,
对联营企业和合营企业的投资收益(万元),1253,231,--,--,309,554,666,2560,362,-335,87,-919,-857,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
营业利润(万元),-12755,-33796,-48201,-12196,-32,-2166,-8150,-2265,-9535,-2022,-10594,-6575,18161,
营业外收入(万元),39,936,732,2500,1477,4316,351,3767,747,3566,563,8465,1433,
营业外支出(万元),7011,155,103,122,90,7,73,21,5,419,56,491,177,
非流动资产处置损失(万元),--,--,81,121,89,-185,11,-3149,5,-2412,48,-7195,-1246,
利润总额(万元),-19727,-33016,-47571,-9818,1355,2142,-7872,1482,-8794,1126,-10087,1399,19417,
所得税费用(万元),45,2051,18,53,373,600,45,73,6,25,175,236,3157,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
净利润(万元),-19772,-35067,-47589,-9871,982,1542,-7917,1409,-8801,1101,-10262,1163,16260,
归属于母公司所有者的净利润(万元),-19864,-35013,-47211,-9513,912,1557,-7971,1115,-8776,1178,-9977,1299,16006,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
少数股东损益(万元),92,-54,-379,-358,70,-15,55,293,-25,-78,-285,-137,254,
基本每股收益,-0.52,-0.92,-1.24,-0.25,0.02,0.04,-0.21,0.03,-0.23,0.03,-0.3,0.04,0.52,
稀释每股收益,-0.52,-0.92,-1.24,-0.25,0.02,0.04,-0.21,0.03,-0.23,0.03,-0.3,0.04,0.52,
