报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),37820,25791,22027,20591,22974,19776,17221,16957,
营业收入(万元),37820,25791,22027,20591,22974,19776,17221,16957,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),31386,19949,17400,16797,19656,16586,14930,13991,
营业成本(万元),26074,16431,14064,13706,16732,14012,12630,12334,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),1757,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),231,285,302,126,72,97,101,66,
销售费用(万元),1399,1064,756,727,645,525,559,381,
管理费用(万元),1595,2033,2154,2118,2087,1691,1472,1114,
财务费用(万元),7,-42,-7,68,81,87,102,82,
资产减值损失(万元),323,178,131,52,39,173,66,12,
公允价值变动收益(万元),4,--,--,--,--,--,--,--,
投资收益(万元),765,266,--,--,--,25,--,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),7323,6339,4627,3794,3318,3216,2291,2967,
营业外收入(万元),10,35,138,249,79,90,119,55,
营业外支出(万元),50,3,61,247,3,6,6,11,
非流动资产处置损失(万元),--,--,61,35,0,5,--,10,
利润总额(万元),7282,6370,4705,3796,3394,3300,2404,3011,
所得税费用(万元),1019,876,684,550,487,469,355,748,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),6263,5495,4021,3246,2907,2831,2049,2263,
归属于母公司所有者的净利润(万元),5360,5496,4021,3246,2907,2857,2099,2023,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,49,
少数股东损益(万元),903,-2,--,--,--,-26,-50,239,
基本每股收益,0.6,0.63,0.6,0.49,0.43,0.47,0.35,--,
稀释每股收益,0.6,0.63,0.6,0.49,0.43,0.47,0.35,--,
