报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),548134,304188,298373,270065,190582,130789,71103,54636,57545,42993,27561,16411,
营业收入(万元),548134,304188,298373,270065,190582,130789,71103,54636,57545,42993,27561,16411,
利息收入(万元),--,--,--,--,--,--,0,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),544771,273280,221896,193063,142318,111005,51861,40662,39281,27777,16688,9264,
营业成本(万元),139514,89514,123375,99184,70589,29893,25855,28064,26923,18732,9971,5636,
利息支出(万元),--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),12293,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,0,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,0,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,0,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,0,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,0,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),8945,5631,5362,3850,2562,2068,952,432,224,195,78,52,
销售费用(万元),293771,106549,26057,35948,40641,63492,16197,5171,5581,5018,3815,1623,
管理费用(万元),35948,48829,50538,43593,26014,17252,12241,9810,6541,3280,2463,1835,
财务费用(万元),16099,16199,10372,8374,2440,-1823,-3536,-2725,55,384,329,164,
资产减值损失(万元),38202,6558,6192,2114,73,123,152,-90,-44,169,32,-45,
公允价值变动收益(万元),--,--,--,--,--,--,0,--,--,--,--,--,
投资收益(万元),577,1142,1357,665,851,355,510,-111,-143,-42,--,581,
对联营企业和合营企业的投资收益(万元),-897,330,--,--,--,--,--,-111,-143,-42,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),17206,34195,77834,77667,49115,20140,19752,13863,18121,15174,10873,7728,
营业外收入(万元),928,3671,9580,6586,6105,6943,199,22,190,120,142,6,
营业外支出(万元),240,745,1584,231,462,135,35,234,5,2,78,13,
非流动资产处置损失(万元),--,--,459,114,61,24,17,--,--,--,--,1,
利润总额(万元),17894,37121,85830,84022,54758,26947,19916,13651,18306,15292,10936,7722,
所得税费用(万元),5017,6594,12990,12698,9192,3987,3569,2000,2835,2268,341,245,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),12877,30527,72840,71324,45566,22960,16347,11651,15471,13024,10595,7476,
归属于母公司所有者的净利润(万元),12589,30968,71665,67702,44377,22674,16477,11685,15471,13024,10595,7476,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),288,-441,1175,3622,1189,287,-130,-34,--,--,--,1,
基本每股收益,0.06,0.14,0.33,0.95,0.63,0.81,0.59,0.42,1.26,1.24,1.01,1.97,
稀释每股收益,0.06,0.14,0.33,0.92,0.63,0.81,0.59,0.42,1.26,1.24,1.01,1.97,
