报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),41537770,35454385,27271265,27279999,
营业收入(万元),41537770,35454385,27271265,27279999,
利息收入(万元),--,--,--,--,
已赚保费(万元),--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,
房地产销售收入(万元),--,--,--,--,
其他业务收入(万元),--,--,--,--,
营业总成本(万元),39549619,33496605,25539586,25568406,
营业成本(万元),37948598,31858197,24367247,24415724,
利息支出(万元),--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,
房地产销售成本(万元),--,--,--,--,
研发费用(万元),899888,--,--,--,
退保金(万元),--,--,--,--,
赔付支出净额(万元),--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,
保单红利支出(万元),--,--,--,--,
分保费用(万元),--,--,--,--,
其他业务成本(万元),--,--,--,--,
营业税金及附加(万元),45603,54001,47479,33656,
销售费用(万元),179113,179282,164928,158603,
管理费用(万元),435196,1242567,910599,885319,
财务费用(万元),-32410,85515,18012,-1456,
资产减值损失(万元),73631,77043,31322,76561,
公允价值变动收益(万元),-12,--,--,--,
投资收益(万元),-42016,1810,-498,959,
对联营企业和合营企业的投资收益(万元),-167,-1012,-909,-373,
汇兑收益(万元),--,--,--,--,
期货损益(万元),--,--,--,--,
托管收益(万元),--,--,--,--,
补贴收入(万元),--,--,--,--,
其他业务利润(万元),--,--,--,--,
营业利润(万元),2008263,1995713,1726953,1718766,
营业外收入(万元),3810,8831,29668,34303,
营业外支出(万元),4924,418,739,1401,
非流动资产处置损失(万元),--,--,--,--,
利润总额(万元),2007149,2004127,1755882,1751668,
所得税费用(万元),316393,382134,316864,316657,
未确认投资损失(万元),--,--,--,--,
净利润(万元),1690756,1621993,1439018,1435011,
归属于母公司所有者的净利润(万元),1690231,1586761,1436570,1435034,
被合并方在合并前实现净利润(万元),--,1614299,1439018,1435011,
少数股东损益(万元),525,35232,2448,-24,
基本每股收益,0.9,0.95,--,--,
稀释每股收益,0.9,0.95,--,--,
