报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),7007207,6851512,5829050,3993867,2214181,1162294,755470,702501,605369,264901,287317,179695,28443,18484,14730,
营业收入(万元),6969172,6805931,5791367,3964107,2194986,1151420,748380,697478,604071,264901,287317,179695,28443,18484,14730,
利息收入(万元),38034,45581,37683,29760,19195,10874,7090,5023,1298,0,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
营业总成本(万元),7011920,6780720,5787639,3959421,2188011,1137103,743444,670573,586427,263528,270567,157966,17871,9324,7655,
营业成本(万元),6507580,6362664,5410388,3705982,2033941,1051991,665157,631073,559014,236810,262790,153878,8479,4646,3079,
利息支出(万元),18508,15221,12040,6110,4346,1882,943,511,58,0,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
研发费用(万元),2691,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
营业税金及附加(万元),10164,8550,7708,8457,5411,3240,2418,2293,1384,930,850,676,512,439,336,
销售费用(万元),63187,54663,35746,17352,10395,7362,7205,6303,5095,1630,1471,407,365,213,135,
管理费用(万元),225136,216426,189237,130747,87996,59841,53106,48432,36514,21569,19643,13536,6702,5153,2809,
财务费用(万元),174952,112027,124356,81829,42265,10821,13032,-19338,-16199,1549,-16707,-10614,1813,-1126,1296,
资产减值损失(万元),9702,11169,8163,8943,3657,1967,1582,1298,561,1041,2520,84,0,--,--,
公允价值变动收益(万元),5367,-15448,10044,12632,6883,-2539,2807,-2152,-2831,-4790,6707,-10407,190,464,1342,
投资收益(万元),14172,15717,11601,7946,6155,4155,32,-16214,462,11088,-5789,-519,1283,-100,0,
对联营企业和合营企业的投资收益(万元),20987,18252,11083,--,--,515,-9,-1,--,0,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
营业利润(万元),20014,74827,63057,55025,39209,26807,14865,13562,16573,7671,17669,10803,12046,9524,8417,
营业外收入(万元),1767,2121,4740,1781,3304,1384,1279,1253,648,1327,503,466,459,9,0,
营业外支出(万元),1412,545,1472,1359,578,1916,298,75,481,389,260,57,115,40,1,
非流动资产处置损失(万元),--,--,382,178,35,277,74,20,--,-246,69,--,31,19,1,
利润总额(万元),20369,76402,66325,55446,41934,26276,15846,14741,16740,8609,17912,11212,12389,9492,8416,
所得税费用(万元),4578,17922,12810,8554,9545,5496,2848,3248,4655,529,2767,3085,1878,1138,1568,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
净利润(万元),15791,58481,53515,46892,32390,20780,12998,11494,12085,8080,15145,8127,10511,8355,6848,
归属于母公司所有者的净利润(万元),20009,59524,51875,49243,31228,20029,12548,13501,13119,7690,15040,8160,10511,8355,6848,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
少数股东损益(万元),-4218,-1043,1640,-2351,1162,752,450,-2008,-1034,391,105,-33,0,0,0,
基本每股收益,0.09,0.28,0.25,0.48,0.32,0.21,0.15,0.16,0.24,0.21,0.61,0.87,1.48,1.18,0.97,
稀释每股收益,0.09,0.28,0.25,0.48,0.32,0.21,0.15,0.16,0.24,0.21,0.61,0.87,1.48,1.18,0.97,
