报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),253641,209554,171150,131870,113198,104738,79484,
营业收入(万元),253641,209554,171150,131870,113198,104738,79484,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),214677,168669,141326,108277,108071,84836,69046,
营业成本(万元),113256,90220,71125,58620,61214,46334,41536,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),26092,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),761,695,734,505,313,659,1166,
销售费用(万元),51428,40186,32761,24055,21392,22085,13612,
管理费用(万元),16626,32781,33814,22158,24041,13795,10607,
财务费用(万元),-2277,302,-1183,-243,436,1739,1944,
资产减值损失(万元),8792,4484,4075,3182,675,224,180,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),5047,6634,8410,6798,229,--,--,
对联营企业和合营企业的投资收益(万元),-256,-231,-351,-59,-7,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),47842,50351,38234,30391,5356,19902,10438,
营业外收入(万元),171,574,3498,2698,2280,797,213,
营业外支出(万元),522,1311,764,669,145,233,30,
非流动资产处置损失(万元),--,--,167,568,84,37,8,
利润总额(万元),47492,49613,40969,32419,7491,20466,10622,
所得税费用(万元),6707,7245,5967,5213,1638,3199,2087,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),40784,42369,35002,27206,5853,17267,8535,
归属于母公司所有者的净利润(万元),38665,39809,33269,26210,2812,13588,8173,
被合并方在合并前实现净利润(万元),--,--,--,539,1756,10770,9346,
少数股东损益(万元),2120,2559,1733,996,3041,3679,362,
基本每股收益,0.97,1.05,0.92,0.77,0.11,1.66,1.32,
稀释每股收益,0.97,1.05,0.92,0.77,0.11,1.66,1.32,
