报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),1439764,1253523,1011254,801001,978797,869133,677783,541048,419820,191819,124810,87653,
营业收入(万元),1439764,1253523,1011254,801001,978797,869133,677783,541048,419820,191819,124810,87653,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),1414598,1194251,974081,768179,914796,807185,631006,504063,392861,179643,118255,84501,
营业成本(万元),1228905,1108568,902024,665741,812755,731445,579604,462947,368113,168396,110149,77852,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),38643,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),4295,5489,5562,26125,32347,28542,23351,18482,14164,6530,4231,2798,
销售费用(万元),26463,23944,18636,14068,15604,13725,10598,6286,1992,1258,1200,1037,
管理费用(万元),26510,32644,27918,23517,16974,14588,10299,8677,4761,2988,2279,1691,
财务费用(万元),40523,12704,12669,16046,14332,8016,-455,-2768,-194,628,413,458,
资产减值损失(万元),49258,10901,7272,22682,22785,10869,7610,10438,4025,-157,-16,666,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),2997,18306,7888,-105,-1,--,--,--,--,0,3,1790,
对联营企业和合营企业的投资收益(万元),-1129,-691,-1012,-105,-1,--,--,--,--,0,0,1220,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),29636,79061,45061,32717,64001,61948,46776,36985,26959,12176,6558,4943,
营业外收入(万元),8306,6398,3095,4473,759,363,281,31,400,546,132,680,
营业外支出(万元),771,7530,125,209,23,30,32,53,4,0,61,73,
非流动资产处置损失(万元),--,--,43,25,15,10,12,3,2,0,5,0,
利润总额(万元),37171,77929,48031,36981,64737,62281,47025,36963,27355,12722,6630,5549,
所得税费用(万元),5350,11723,7987,5895,9770,9464,8989,8864,5923,2579,1149,488,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),31821,66206,40044,31086,54967,52817,38036,28099,21432,10143,5480,5061,
归属于母公司所有者的净利润(万元),34839,64671,40272,27892,53654,52293,37851,28099,21432,10143,5480,5135,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,-3,0,508,
少数股东损益(万元),-3018,1536,-228,3193,1313,524,185,--,--,0,0,-74,
基本每股收益,0.23,0.42,0.26,0.51,1.04,1.02,0.74,0.88,1.65,0.85,0.46,0.43,
稀释每股收益,0.23,0.42,0.26,0.51,1.02,1.02,0.74,0.88,1.65,0.85,0.46,0.43,
