报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),35083,93999,107387,49379,39932,35592,34078,30573,26613,19180,18241,
营业收入(万元),35083,93999,107387,49379,39932,35592,34078,30573,26613,19180,18241,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),190249,86729,92278,43459,36088,31906,30467,26957,23241,16590,16072,
营业成本(万元),42562,56454,66047,27553,25522,21774,21313,19821,17861,12873,13354,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),267,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),767,1971,1623,448,230,253,190,289,77,49,66,
销售费用(万元),6560,4253,3445,2828,1532,1196,1482,1322,1162,769,706,
管理费用(万元),26391,13083,10871,5897,4062,3303,3010,2854,2133,1569,1343,
财务费用(万元),40788,12219,7925,6096,4540,5112,4041,2197,1499,1082,526,
资产减值损失(万元),72913,-1250,2366,636,203,269,432,474,509,248,76,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),274,517,96,294,1,--,3,5,1,3,2,
对联营企业和合营企业的投资收益(万元),91,517,-100,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-154418,8051,15205,6215,3846,3685,3614,3620,3373,2594,2171,
营业外收入(万元),654,296,1155,426,235,219,293,178,268,201,59,
营业外支出(万元),21686,222,41,22,16,11,6,8,13,8,78,
非流动资产处置损失(万元),--,--,22,--,2,1,5,4,--,4,12,
利润总额(万元),-175450,8125,16319,6619,4064,3894,3900,3790,3628,2788,2152,
所得税费用(万元),1017,1065,3001,1220,725,648,624,622,466,428,138,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-176467,7060,13318,5399,3339,3246,3277,3168,3162,2360,2014,
归属于母公司所有者的净利润(万元),-174423,6533,12659,4740,3327,3216,3271,3072,2983,2353,2015,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-2044,527,658,659,12,30,6,96,180,6,-2,
基本每股收益,-4.18,0.16,0.3,0.46,0.33,0.42,0.42,0.4,0.39,0.32,0.32,
稀释每股收益,-4.18,0.15,0.3,0.46,0.33,0.42,0.42,0.4,0.39,0.32,0.32,
