报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),534883,412193,251471,185750,184310,175637,180942,168588,130332,93238,96253,94488,64172,
营业收入(万元),534883,412193,251471,185750,184310,175637,180942,168588,130332,93238,96253,94488,64172,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),516165,400260,245619,188128,187641,192295,186025,162290,126034,90656,92690,88171,63249,
营业成本(万元),475644,365966,221655,164082,167968,172444,171192,149027,114863,81281,83309,78171,55369,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),106,--,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),3217,2708,1809,653,40,60,34,36,47,32,40,57,16,
销售费用(万元),7889,6839,4247,4087,3307,3926,3259,3060,1974,1850,1593,1763,1618,
管理费用(万元),11595,10824,9207,8984,8233,9155,6056,6166,5387,3474,3225,3726,2590,
财务费用(万元),16097,11881,7490,10058,8231,6485,5027,3759,3094,3750,4306,3987,3643,
资产减值损失(万元),1616,2043,1211,264,-138,226,457,242,669,270,217,466,13,
公允价值变动收益(万元),-22,73,-51,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),988,448,62,21,172,298,275,-107,-13,1,-0,0,0,
对联营企业和合营企业的投资收益(万元),911,--,11,21,107,--,--,--,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),22817,13632,5863,-2357,-3159,-16360,-4809,6191,4285,2583,3562,6317,923,
营业外收入(万元),724,488,5657,4212,4812,3701,5644,2741,1194,1564,1575,2941,704,
营业外支出(万元),102,108,351,72,102,62,115,149,19,65,28,565,51,
非流动资产处置损失(万元),--,--,274,--,20,--,--,--,--,--,0,0,0,
利润总额(万元),23438,14012,11169,1783,1551,-12722,720,8782,5460,4081,5109,8693,1576,
所得税费用(万元),4266,3621,845,50,165,254,152,100,-58,48,102,197,77,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),19172,10391,10324,1733,1386,-12975,568,8683,5517,4033,5007,8496,1499,
归属于母公司所有者的净利润(万元),11889,6126,9147,1748,1258,-12737,430,8521,5657,4027,4680,8547,1403,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,568,--,--,--,--,--,--,
少数股东损益(万元),7284,4264,1177,-16,128,-238,138,162,-139,6,327,-51,96,
基本每股收益,0.22,0.11,0.17,0.04,0.03,-0.35,0.02,0.58,0.38,0.37,0.43,0.78,0.13,
稀释每股收益,0.22,0.11,0.17,0.04,0.03,-0.35,0.02,0.58,0.38,0.37,0.43,0.78,0.13,
