报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),50074,38558,31209,26711,23951,19361,14752,10318,5933,3741,
营业收入(万元),50074,38558,31209,26711,23951,19361,14752,10318,5933,3741,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),23714,17776,15955,13453,12835,11192,8716,6200,4099,2887,
营业成本(万元),2852,1409,1156,1310,973,737,756,647,569,453,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1348,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),272,261,124,111,130,302,244,180,32,8,
销售费用(万元),16829,12889,11450,9604,8869,7573,5593,3780,2332,1843,
管理费用(万元),3416,3389,3480,2816,3197,2564,2039,1474,1211,743,
财务费用(万元),-1118,-377,-438,-520,-439,-88,-13,31,-65,-104,
资产减值损失(万元),115,205,184,131,104,103,96,88,20,-56,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),780,761,343,154,125,--,--,--,29,124,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,10,-10,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),27136,21622,15597,13412,11241,8169,6036,4117,1864,978,
营业外收入(万元),269,283,50,454,702,157,309,282,207,54,
营业外支出(万元),106,9,464,5,55,15,4,7,2,52,
非流动资产处置损失(万元),--,--,451,4,4,4,0,0,2,0,
利润总额(万元),27298,21897,15183,13862,11888,8311,6340,4393,2069,981,
所得税费用(万元),4112,3287,2263,2080,1933,1256,963,667,228,-71,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),23186,18610,12920,11782,9955,7055,5377,3726,1841,1051,
归属于母公司所有者的净利润(万元),23288,18610,12920,11782,9955,7056,5377,3726,1841,1051,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-102,--,--,-0,-1,-1,-0,--,--,--,
基本每股收益,0.8,1.15,0.8,0.73,0.62,0.78,0.6,0.41,--,--,
稀释每股收益,0.8,1.15,0.8,0.73,0.62,0.78,0.6,0.41,--,--,
