报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),803377,792982,615883,112937,92578,47542,40708,42205,36497,26613,23754,
营业收入(万元),803377,792982,615883,112937,92578,47542,40708,42205,36497,26613,23754,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),676934,658864,515019,82697,66053,46026,38289,36922,30645,22399,20565,
营业成本(万元),354995,338123,240428,56238,46794,33389,28180,28561,23549,17830,16322,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),141311,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),4346,6377,5357,868,997,211,192,147,178,160,137,
销售费用(万元),88039,74351,75535,7963,9084,7028,5019,4311,4005,2787,2715,
管理费用(万元),70421,207287,183558,10888,5803,4013,3935,2683,2529,1158,964,
财务费用(万元),16783,19009,123,4450,1285,455,-92,456,259,194,256,
资产减值损失(万元),1039,13717,10018,2289,2090,930,1055,764,124,270,171,
公允价值变动收益(万元),--,--,--,--,--,--,36,-36,--,--,--,
投资收益(万元),46455,18318,19240,2539,104,90,203,93,31,6,3,
对联营企业和合营企业的投资收益(万元),13291,6817,15996,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),189228,158945,120105,32779,26630,1607,2658,5341,5883,4219,3193,
营业外收入(万元),3087,7205,15694,5700,2190,232,607,1095,153,71,298,
营业外支出(万元),740,1264,200,1,29,86,67,58,62,76,245,
非流动资产处置损失(万元),--,--,82,0,20,10,9,5,2,41,191,
利润总额(万元),191574,164885,135598,38479,28791,1752,3199,6378,5974,4215,3246,
所得税费用(万元),15636,18894,22283,8567,7475,82,234,961,910,670,747,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),175939,145991,113315,29911,21316,1670,2964,5417,5063,3546,2499,
归属于母公司所有者的净利润(万元),170610,150471,116631,28845,19019,1670,2964,5417,5063,3546,2499,
被合并方在合并前实现净利润(万元),--,--,23327,--,--,--,--,--,--,--,--,
少数股东损益(万元),5328,-4480,-3317,1066,2297,--,--,--,--,--,--,
基本每股收益,1.3,1.14,0.96,0.59,0.66,0.08,0.15,0.68,0.68,0.51,1.39,
稀释每股收益,1.3,1.14,0.96,0.59,0.66,0.08,0.15,0.68,0.68,0.51,1.39,
