报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),915357,916758,906967,838152,855368,889887,750139,709437,634494,555920,425756,334419,322458,
营业收入(万元),915357,916758,906967,838152,855368,889887,750139,709437,634494,555920,425756,334419,322458,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),897162,888453,884389,820766,837687,867330,733607,679563,599076,529330,410106,319854,308350,
营业成本(万元),802042,800998,797103,732661,748063,776395,651686,609947,549041,484669,369933,290863,283750,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),5513,5833,5815,6459,5851,6455,5555,5740,4064,3546,3344,2613,2110,
销售费用(万元),40040,35798,33424,31564,32371,32562,27407,24180,17794,15857,12809,10025,9679,
管理费用(万元),46276,42412,43733,45226,45243,45118,41141,34782,25078,22637,20943,14345,11847,
财务费用(万元),3538,2621,3429,4825,6249,6587,7878,5057,2780,2501,2865,2002,837,
资产减值损失(万元),-246,792,885,31,-89,213,-59,-142,319,119,211,6,127,
公允价值变动收益(万元),--,7,-1,4,3,2,0,-16,--,--,--,--,--,
投资收益(万元),21508,5439,4255,4866,3254,3464,2130,1926,2606,4129,1974,1711,580,
对联营企业和合营企业的投资收益(万元),3289,3076,2323,1853,1512,1475,293,177,523,584,342,-140,66,
汇兑收益(万元),--,--,--,--,--,--,0,0,0,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),40554,34112,26832,22256,20938,26024,18662,31785,38023,30719,17624,16277,14689,
营业外收入(万元),2063,1708,2314,2040,1891,3382,2402,4707,824,432,351,1904,346,
营业外支出(万元),1212,660,524,531,698,572,626,635,455,631,425,1369,1065,
非流动资产处置损失(万元),--,--,273,289,379,331,64,250,120,159,93,1145,207,
利润总额(万元),41405,35160,28623,23765,22130,28833,20438,35857,38392,30520,17551,16813,13970,
所得税费用(万元),11351,8066,7871,6067,6923,8610,8026,10180,9519,6767,4690,6807,4866,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),30054,27094,20752,17697,15207,20223,12411,25677,28873,23753,12860,10006,9104,
归属于母公司所有者的净利润(万元),29453,26126,20412,17723,14706,18686,12134,20724,22432,18726,10841,8403,7458,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),601,967,340,-25,501,1536,278,4953,6441,5027,2020,1603,1646,
基本每股收益,0.4,0.46,0.38,0.34,0.28,0.36,0.23,0.4,0.43,0.57,0.33,0.26,0.23,
稀释每股收益,0.4,0.46,0.38,0.34,0.28,0.36,0.23,0.4,0.43,0.57,0.33,0.26,0.23,
