报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),61956,80126,57145,51447,66040,42662,30774,12716,8630,12794,11273,12303,11220,8103,7588,
营业收入(万元),61956,80126,57145,51447,66040,42662,30774,12716,8630,12794,11273,12303,11220,8103,7588,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),54601,69653,50063,44103,62853,41708,38170,18485,11208,12262,10881,10865,8901,7034,6167,
营业成本(万元),41607,58758,42549,35583,52651,31830,27813,9630,6586,8983,7899,7941,6709,5192,5048,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1076,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),289,251,-509,1054,936,726,109,45,8,30,97,67,94,41,23,
销售费用(万元),3717,2811,1855,1336,1454,1228,1104,993,604,505,882,874,634,291,341,
管理费用(万元),6414,5958,4968,4538,4344,3724,3860,3913,3061,2106,1537,1330,1141,1090,576,
财务费用(万元),1183,1816,929,277,2919,4044,4361,3526,872,467,474,390,294,315,144,
资产减值损失(万元),314,58,271,1315,550,157,998,378,77,171,-7,265,29,105,35,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),911,5871,419,358,807,2844,201,250,14,206,9,4,6,-0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,-75,-136,-98,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9519,25389,7501,7702,3994,3797,-7271,-5655,-2662,738,401,1441,2326,1068,1421,
营业外收入(万元),317,13,696,1045,443,832,888,6534,247,151,152,920,115,276,129,
营业外支出(万元),405,607,87,200,119,395,422,252,273,61,125,85,22,15,12,
非流动资产处置损失(万元),--,--,74,16,116,53,--,--,1,43,1,--,--,--,--,
利润总额(万元),9432,24795,8109,8547,4318,4234,-6804,627,-2688,828,429,2277,2419,1329,1537,
所得税费用(万元),1276,4206,1154,1018,159,791,-204,375,-226,147,23,173,189,0,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),8155,20589,6955,7529,4159,3443,-6601,252,-2462,681,406,2104,2230,1329,1537,
归属于母公司所有者的净利润(万元),8166,20594,6966,7530,4161,3445,-6597,253,-2461,682,406,2104,2234,1359,1538,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-11,-5,-11,-1,-2,-2,-4,-1,-1,-1,-0,0,-4,-30,-0,
基本每股收益,0.19,0.47,0.16,0.17,0.32,0.27,-0.51,0.02,-0.19,0.11,0.06,0.4,0.46,0.28,0.32,
稀释每股收益,0.19,0.47,0.16,0.17,0.32,0.27,-0.51,0.02,-0.19,0.11,0.06,0.4,0.46,0.28,0.32,
