报告日期,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),101605,445211,129012,248498,111939,375575,185405,366139,11529,11367,36132,34575,
营业收入(万元),101605,445211,129012,248498,111939,375575,185405,366139,11529,11367,36132,34575,
利息收入(万元),--,--,--,--,--,0,--,--,--,--,--,0,
已赚保费(万元),--,--,--,--,--,0,--,--,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,0,--,--,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,
营业总成本(万元),344562,424231,149491,210552,96519,263278,129652,244730,17287,20562,55210,38528,
营业成本(万元),120307,326188,79749,134518,48460,148830,84187,154796,10012,10820,31336,30968,
利息支出(万元),--,--,--,--,--,0,--,--,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,0,--,--,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,
退保金(万元),--,--,--,--,--,0,--,--,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,0,--,--,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,0,--,--,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,0,--,--,--,--,--,0,
分保费用(万元),--,--,--,--,--,0,--,--,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,
营业税金及附加(万元),-2205,16521,7135,14745,7944,62095,21947,71732,38,17,194,102,
销售费用(万元),11960,15058,24652,14019,4453,7030,8743,6825,628,753,1730,815,
管理费用(万元),66373,42865,42305,27741,19487,20655,14827,10297,2683,1845,3443,2889,
财务费用(万元),148755,13050,6480,6325,18722,22183,11,-590,3937,4372,6084,4007,
资产减值损失(万元),-628,10550,-10829,13204,-2548,2484,-63,1669,-11,2755,12423,-253,
公允价值变动收益(万元),-413,--,--,--,--,0,--,--,0,--,0,0,
投资收益(万元),-13814,-277,46740,5295,2122,8666,-21,42,-61,570,-273,15,
对联营企业和合营企业的投资收益(万元),-887,-84,-87,1699,4424,9099,-21,0,--,--,0,0,
汇兑收益(万元),--,--,--,--,--,0,--,--,--,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,
营业利润(万元),-257042,20703,26261,43240,17543,120963,55732,121451,-5819,-8625,-19351,-3938,
营业外收入(万元),124,220,22546,4663,12813,18789,23351,5462,18540,167,165,6021,
营业外支出(万元),4052,1334,563,1684,859,2840,5806,2837,77,1948,3433,43,
非流动资产处置损失(万元),--,391,8,39,11,0,3,0,0,--,2248,0,
利润总额(万元),-260970,19589,48245,46219,29498,136912,73277,124076,12644,-10406,-22620,2040,
所得税费用(万元),-7253,4961,18995,16781,8426,35100,19496,32906,-62,-318,579,449,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,
净利润(万元),-253717,14628,29250,29437,21072,101812,53781,91170,12706,-10088,-23198,1591,
归属于母公司所有者的净利润(万元),-251123,15705,28699,29138,21866,107144,55936,92098,12678,-10121,-23836,1121,
被合并方在合并前实现净利润(万元),--,--,--,--,1371,-6282,--,--,--,--,--,--,
少数股东损益(万元),-2594,-1077,551,299,-794,-5332,-2155,-928,28,33,637,470,
基本每股收益,-0.3,0.03,0.06,0.15,0.11,1.06,0.55,1.64,1.02,-0.82,-1.92,0.09,
稀释每股收益,-0.3,0.03,0.06,0.15,0.11,1.06,0.55,1.64,1.02,-0.82,-1.92,0.09,
