报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),97431,148416,116873,91228,68585,50970,
营业收入(万元),97431,148416,116873,91228,68585,50970,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),95664,136380,106490,81532,65780,50206,
营业成本(万元),66299,97829,73007,53953,43752,34552,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),8602,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),550,711,973,1027,623,364,
销售费用(万元),16361,23246,19442,14113,9198,5991,
管理费用(万元),3882,12478,10309,10079,9488,6522,
财务费用(万元),-866,473,1777,1837,2593,2705,
资产减值损失(万元),837,1643,982,522,126,71,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),2664,152,--,445,98,65,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),8101,16685,10383,10141,2903,830,
营业外收入(万元),600,370,6272,6206,4343,5602,
营业外支出(万元),186,8,--,--,10,10,
非流动资产处置损失(万元),--,--,--,--,10,8,
利润总额(万元),8515,17047,16655,16347,7236,6422,
所得税费用(万元),496,2126,2264,2214,863,582,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),8019,14921,14391,14133,6372,5840,
归属于母公司所有者的净利润(万元),8019,14921,14391,14133,6372,5840,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,0.26,0.66,0.69,0.68,--,--,
稀释每股收益,0.26,0.66,0.69,0.68,--,--,
