报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),116867,93430,73339,61025,43632,19100,
营业收入(万元),116867,93430,73339,61025,43632,19100,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),110623,86558,66741,56721,39973,19242,
营业成本(万元),90755,73219,56199,45755,33278,15264,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),9615,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),472,540,353,276,121,18,
销售费用(万元),1426,1015,957,773,572,425,
管理费用(万元),6514,10975,8693,8808,5040,3169,
财务费用(万元),-105,-796,-33,263,282,263,
资产减值损失(万元),1946,1605,572,847,680,103,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),1336,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-13,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),8262,9099,6597,4303,3658,-142,
营业外收入(万元),206,118,1851,794,572,561,
营业外支出(万元),45,25,3,2,83,30,
非流动资产处置损失(万元),--,--,--,--,80,--,
利润总额(万元),8423,9192,8445,5095,4148,388,
所得税费用(万元),1191,994,935,643,678,81,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),7232,8199,7510,4452,3469,307,
归属于母公司所有者的净利润(万元),7232,8199,7510,4452,3469,307,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,0.53,1.15,1.17,0.74,0.59,--,
稀释每股收益,0.53,1.15,1.17,0.74,0.59,--,
