报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),131021,111273,80782,67870,59421,50823,
营业收入(万元),131021,111273,80782,67870,59421,50823,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),104690,90102,64482,53200,47455,41337,
营业成本(万元),75132,66811,48271,40847,37157,33993,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),4297,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),1169,984,761,625,435,391,
销售费用(万元),18901,14911,9201,6817,5644,3517,
管理费用(万元),4863,7213,6180,4961,4252,3210,
财务费用(万元),-117,-124,-119,-59,-44,-4,
资产减值损失(万元),445,308,187,7,10,230,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),3620,2053,1076,382,925,407,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),30267,23288,17377,15052,12891,9894,
营业外收入(万元),869,786,670,209,133,99,
营业外支出(万元),191,15,62,26,8,12,
非流动资产处置损失(万元),--,--,24,1,--,--,
利润总额(万元),30945,24060,17985,15235,13016,9981,
所得税费用(万元),4887,3477,2787,1898,1838,1560,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),26058,20583,15198,13336,11179,8420,
归属于母公司所有者的净利润(万元),26058,20583,15198,13336,11179,8420,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,0.65,0.57,0.42,--,--,--,
稀释每股收益,0.65,0.57,0.42,--,--,--,
