报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),175867,173543,146743,134545,
营业收入(万元),175867,173543,146743,134545,
利息收入(万元),--,--,--,--,
已赚保费(万元),--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,
房地产销售收入(万元),--,--,--,--,
其他业务收入(万元),--,--,--,--,
营业总成本(万元),147278,154448,121838,117846,
营业成本(万元),119808,120906,97609,95994,
利息支出(万元),--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,
房地产销售成本(万元),--,--,--,--,
研发费用(万元),9583,--,--,--,
退保金(万元),--,--,--,--,
赔付支出净额(万元),--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,
保单红利支出(万元),--,--,--,--,
分保费用(万元),--,--,--,--,
其他业务成本(万元),--,--,--,--,
营业税金及附加(万元),1722,1742,1564,1172,
销售费用(万元),7031,6298,5143,4739,
管理费用(万元),12136,22773,19732,18549,
财务费用(万元),-3001,2022,-2758,-3044,
资产减值损失(万元),--,706,548,435,
公允价值变动收益(万元),-435,572,3610,-2107,
投资收益(万元),-1741,1096,-4763,-22,
对联营企业和合营企业的投资收益(万元),--,--,--,--,
汇兑收益(万元),--,--,--,--,
期货损益(万元),--,--,--,--,
托管收益(万元),--,--,--,--,
补贴收入(万元),--,--,--,--,
其他业务利润(万元),--,--,--,--,
营业利润(万元),27332,21545,23753,14188,
营业外收入(万元),328,580,1172,882,
营业外支出(万元),104,1054,114,113,
非流动资产处置损失(万元),--,--,--,--,
利润总额(万元),27557,21071,24812,14958,
所得税费用(万元),3937,3290,3631,2276,
未确认投资损失(万元),--,--,--,--,
净利润(万元),23620,17781,21181,12681,
归属于母公司所有者的净利润(万元),23620,17781,21181,12681,
被合并方在合并前实现净利润(万元),--,--,--,--,
少数股东损益(万元),--,--,--,--,
基本每股收益,0.66,0.49,--,--,
稀释每股收益,0.66,0.49,--,--,
