报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),7237978,7157494,4941768,2941822,2237593,1882420,1296386,1098427,874234,705657,693119,4240668,2974304,2078094,
营业收入(万元),7151452,7114388,4941768,2941822,2237593,1882420,1287401,1098009,874234,705657,693119,4240668,2974304,2078094,
利息收入(万元),86526,43106,--,--,--,--,0,--,0,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,8985,419,0,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,0,--,0,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业总成本(万元),7066003,6843899,4848559,3019985,2388985,1982042,1465068,1245038,948116,776616,738788,3824919,2705121,1865355,
营业成本(万元),5824072,5477801,3955835,2481615,1895899,1611301,1182867,1034212,791416,653714,644444,3258463,2298549,1626896,
利息支出(万元),11577,1319,--,--,--,--,0,--,0,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,3411,23,0,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0,
研发费用(万元),82667,--,--,--,--,--,--,--,0,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,0,--,0,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,4741,329,0,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,1437,219,0,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,0,--,0,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,13,--,0,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业税金及附加(万元),231089,254775,151884,92389,78443,66911,36159,16993,4524,3482,2069,260829,174992,108198,
销售费用(万元),507303,519976,337002,185549,182711,106626,79158,61329,44576,14782,17946,142895,101658,60232,
管理费用(万元),406819,400794,274889,204746,189883,173094,136356,125949,88694,84121,64334,162330,137276,67696,
财务费用(万元),-15082,31552,30648,28113,30330,16081,19878,5739,13612,16675,6828,-7013,-12439,-7168,
资产减值损失(万元),16832,157682,98302,27574,11719,8028,1048,244,5294,3842,3167,7416,5086,9501,
公允价值变动收益(万元),-2386,8939,5222,1127,--,35,-4,-45,0,--,0,0,0,0,
投资收益(万元),900321,832773,584786,483517,420980,399535,264392,465055,577903,438983,333309,84038,36834,93136,
对联营企业和合营企业的投资收益(万元),875330,824124,573464,463882,410126,401891,263488,463644,568800,438888,332190,83820,37205,23055,
汇兑收益(万元),--,--,--,--,--,--,0,--,0,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业利润(万元),1164490,1180651,683216,406481,269588,299947,95706,318399,504022,368024,287641,499787,306016,305875,
营业外收入(万元),31823,28662,29552,39636,40315,24722,16111,104618,54997,3315,9258,6008,517,1301,
营业外支出(万元),9600,11663,7696,5424,4544,60097,11833,17287,6929,47544,3094,1955,3827,2530,
非流动资产处置损失(万元),--,--,3978,2245,226,50407,67,44,256,1267,27,0,199,2390,
利润总额(万元),1186713,1197649,705072,440693,305359,264572,99984,405730,552089,323795,293804,503839,302707,304646,
所得税费用(万元),92081,115426,75434,40007,12609,10078,-6479,-10991,168,-1110,4598,13840,29434,30550,
未确认投资损失(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0,
净利润(万元),1094632,1082224,629638,400686,292750,254494,106462,416721,551922,324905,289207,489999,273273,274095,
归属于母公司所有者的净利润(万元),1090265,1078622,628822,423235,318589,266892,113358,427162,429412,202996,159690,347706,118497,151999,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,0,--,--,0,--,--,
少数股东损益(万元),4368,3602,816,-22549,-25839,-12398,-6896,-10441,122510,121908,129517,142293,154775,122096,
基本每股收益,1.07,1.65,0.98,0.66,0.5,0.41,0.18,0.69,0.92,0.52,0.46,0.99,0.34,0,
稀释每股收益,1.06,1.61,0.97,0.66,0.5,0.41,0.18,0.69,0.92,0.52,0.46,0.99,0.34,0,
