报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),29767933,24289711,24047724,19554913,14638800,13541879,10311625,7178275,5071385,4888101,4099178,3552661,1791833,1061420,
营业收入(万元),29767933,24289711,24047724,19554913,14638800,13541879,10311625,7178275,5071385,4888101,4099178,3552661,1791833,1061420,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
营业总成本(万元),23705188,19832384,20646729,16598826,12557892,11216207,8302317,5671638,3958184,4112244,3485566,2805949,1466353,869124,
营业成本(万元),18610422,16007992,16974240,13815063,10255706,9279765,6542161,4322816,3007350,3451472,2500527,2060734,1144126,690590,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
研发费用(万元),94606,--,--,--,--,--,--,--,--,0,--,--,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
营业税金及附加(万元),2317606,1972223,2197875,1798043,1316675,1154500,1091630,777879,562411,360258,453387,411577,157954,77948,
销售费用(万元),786808,626198,516072,413827,452189,386471,305638,255678,207909,151372,186035,119454,62572,46629,
管理费用(万元),1034081,886571,680056,474525,390262,300284,278031,257821,184637,144199,153080,176377,85946,49537,
财务费用(万元),599857,207526,159207,47774,64084,89172,76476,50981,50423,57368,65725,35950,14015,1970,
资产减值损失(万元),235425,131874,119279,49595,78976,6015,8382,6463,-54545,-52424,126811,1857,1740,2450,
公允价值变动收益(万元),8663,--,--,--,1101,-57,-872,-287,-1505,244,1926,-2225,130,0,
投资收益(万元),678793,624456,501384,356191,415926,100519,92869,69972,77793,92408,20941,20803,17081,-13,
对联营企业和合营企业的投资收益(万元),627991,456916,493072,239309,184037,99940,88979,64399,29170,54186,20974,12864,6010,-208,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
营业利润(万元),6749861,5081292,3902378,3312278,2497936,2426134,2101304,1576322,1189489,868508,636479,765290,342691,192283,
营业外收入(万元),47450,72329,39831,85543,35187,11897,14465,7619,7173,7068,5746,3146,2131,2826,
营业外支出(万元),51291,39425,16848,17559,7886,8930,8750,3352,2586,13833,9996,4275,1372,1044,
非流动资产处置损失(万元),--,--,354,184,317,682,607,114,121,158,234,68,129,13,
利润总额(万元),6746020,5114195,3925361,3380262,2525236,2429101,2107019,1580588,1194075,861743,632229,764161,343449,194064,
所得税费用(万元),1818791,1393357,1090336,785318,596484,599346,540760,420628,310114,218742,168242,232410,101150,52499,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
净利润(万元),4927229,3720839,2835026,2594944,1928752,1829755,1566259,1159961,883961,643001,463987,531750,242300,141565,
归属于母公司所有者的净利润(万元),3377265,2805181,2102261,1811941,1574545,1511855,1255118,962488,728313,532974,403317,484424,229788,136469,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,
少数股东损益(万元),1549964,915657,732765,783003,354207,317900,311141,197473,155648,110027,60670,47327,12511,5096,
基本每股收益,3.06,2.54,1.9,1.64,1.43,1.37,1.14,0.88,0.66,0.48,0.37,0.73,0.39,0.26,
稀释每股收益,3.06,2.54,1.9,1.64,1.43,1.37,1.14,0.88,0.66,0.48,0.37,0.73,0.39,0.25,
