报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),50759,36700,20116,9730,5002,
营业收入(万元),50759,36700,20116,9730,5002,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),41191,27743,16400,7403,3138,
营业成本(万元),13359,5868,3400,1281,535,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),7220,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),1199,955,475,134,31,
销售费用(万元),13472,10550,5713,2571,438,
管理费用(万元),5874,10130,6591,3430,2098,
财务费用(万元),-160,209,-164,-92,8,
资产减值损失(万元),227,31,385,78,28,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),465,291,299,42,3,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),10623,9944,4014,2369,1867,
营业外收入(万元),34,0,104,5,--,
营业外支出(万元),16,11,35,92,--,
非流动资产处置损失(万元),--,--,--,--,--,
利润总额(万元),10640,9933,4083,2283,1867,
所得税费用(万元),1068,1309,567,348,233,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),9572,8624,3516,1935,1634,
归属于母公司所有者的净利润(万元),9572,8624,3516,1935,1634,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,
基本每股收益,2.39,2.16,0.88,0.57,2.13,
稀释每股收益,2.39,2.16,0.88,0.57,2.13,
