报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),43,809,4259,4619,190,372,257,1356,1007,827,
营业收入(万元),43,809,4259,4619,190,372,257,1356,1007,827,
利息收入(万元),--,--,--,--,--,--,--,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,0,--,
营业总成本(万元),3715,2850,1773,4353,10298,11101,11303,12655,11557,12299,
营业成本(万元),22,264,1118,2591,320,852,862,2110,998,1016,
利息支出(万元),--,--,--,--,--,--,--,--,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,0,--,
研发费用(万元),--,--,--,--,--,--,--,--,0,--,
退保金(万元),--,--,--,--,--,--,--,--,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,0,--,
营业税金及附加(万元),--,1,4,45,9,0,1,2,1,1,
销售费用(万元),--,70,53,11,--,--,--,--,0,--,
管理费用(万元),567,902,567,241,1582,1496,1974,2329,2635,2744,
财务费用(万元),143,548,59,1301,7734,7722,7722,7723,7724,7724,
资产减值损失(万元),2983,1064,-28,164,653,1031,745,490,199,815,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,0,--,
投资收益(万元),--,--,--,--,--,--,--,--,0,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,0,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,0,--,
营业利润(万元),-3672,-2040,2487,266,-10108,-10729,-11046,-11298,-10550,-11472,
营业外收入(万元),--,--,--,260162,--,--,--,--,0,6,
营业外支出(万元),61,3,0,--,4473,0,1927,21,0,0,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,0,--,
利润总额(万元),-3733,-2043,2487,260428,-14581,-10729,-12974,-11319,-10551,-11466,
所得税费用(万元),--,49,329,68,--,--,--,--,0,--,
未确认投资损失(万元),--,--,--,--,--,--,--,--,0,--,
净利润(万元),-3733,-2092,2157,260361,-14581,-10729,-12974,-11319,-10551,-11466,
归属于母公司所有者的净利润(万元),-3733,-2092,2157,260361,-14581,-10729,-12974,-11319,-10551,-11466,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,0,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,0,--,
基本每股收益,-0.1,-0.06,0.08,10.09,-0.57,-0.42,-0.5,-0.44,-0.41,-0.44,
稀释每股收益,-0.1,-0.06,0.08,10.09,--,-0.42,-0.44,-0.44,-0.41,-0.44,
