报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),72981,62554,51467,37410,40218,30093,27980,38252,18532,15035,12536,10105,
营业收入(万元),72981,62554,51467,37410,40218,30093,27980,38252,18532,15035,12536,10105,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),70787,65109,51659,36610,36614,26844,22918,28593,15431,12307,10211,8965,
营业成本(万元),34396,32226,27544,19176,21612,14919,14722,22856,11088,9258,7759,7187,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),10543,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),814,786,597,284,314,290,478,496,323,178,249,142,
销售费用(万元),7093,6309,4414,3591,3300,2560,1420,849,427,265,285,330,
管理费用(万元),13883,22130,17802,13554,11309,9144,6111,4326,3183,2440,1581,1320,
财务费用(万元),1816,1652,68,-642,-622,-698,-688,-649,-106,74,3,44,
资产减值损失(万元),2243,2006,1234,648,701,629,873,714,516,92,335,-60,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),53,5655,609,876,176,214,63,--,--,0,0,154,
对联营企业和合营企业的投资收益(万元),53,-659,-624,-224,176,214,63,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),4252,4358,417,1675,3779,3463,5125,9659,3101,2728,2324,1294,
营业外收入(万元),51,40,814,687,1244,1270,1960,603,811,925,554,506,
营业外支出(万元),56,170,64,11,14,10,14,6,2,0,9,91,
非流动资产处置损失(万元),--,--,23,8,10,9,6,3,1,0,4,2,
利润总额(万元),4247,4227,1167,2351,5009,4723,7071,10256,3910,3653,2869,1709,
所得税费用(万元),434,1506,177,495,593,889,1256,1633,546,432,313,204,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),3813,2722,990,1856,4415,3834,5815,8622,3364,3220,2556,1505,
归属于母公司所有者的净利润(万元),1466,1812,1060,2343,4690,4041,5624,8635,3251,3144,2344,1414,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,0,0,0,
少数股东损益(万元),2347,909,-69,-487,-275,-206,190,-13,112,76,212,90,
基本每股收益,0.03,0.04,0.03,0.05,0.11,0.23,0.33,0.5,0.44,0.49,0.37,0.22,
稀释每股收益,0.03,0.04,0.03,0.05,0.11,0.23,0.33,0.5,0.44,0.49,0.37,0.22,
