报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),46375,37968,42165,40472,40207,29135,23496,22340,18967,15810,10267,
营业收入(万元),46375,37968,42165,40472,40207,29135,23496,22340,18967,15810,10267,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),45304,30233,35331,36780,36234,25738,19710,18178,15014,12125,8401,
营业成本(万元),30795,25456,28077,29863,29825,20922,15839,14777,12405,9878,6828,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),7822,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),636,916,552,160,190,153,131,95,105,100,75,
销售费用(万元),2734,2161,2194,1911,1583,1308,861,697,728,630,389,
管理费用(万元),12749,12282,4188,4382,4240,3398,3056,2235,1783,1306,966,
财务费用(万元),-9968,-10938,177,387,183,-95,-310,148,60,77,142,
资产减值损失(万元),537,356,143,77,213,52,134,227,-67,135,1,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1246,1991,626,544,278,--,--,--,88,74,15,
对联营企业和合营企业的投资收益(万元),--,268,626,544,278,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9546,11118,7460,4236,4251,3397,3786,4162,4041,3758,1882,
营业外收入(万元),0,45,342,467,311,250,296,910,808,179,88,
营业外支出(万元),227,60,90,59,52,45,71,42,34,38,21,
非流动资产处置损失(万元),--,--,8,2,--,--,--,--,--,0,--,
利润总额(万元),9319,11103,7713,4643,4510,3602,4011,5030,4815,3899,1949,
所得税费用(万元),2261,3123,1118,609,596,474,572,755,658,545,258,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7058,7980,6594,4034,3914,3128,3439,4275,4158,3355,1690,
归属于母公司所有者的净利润(万元),7053,8086,6594,4034,3914,3128,3439,4275,4158,3355,1690,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),5,-106,--,--,--,--,--,--,--,--,--,
基本每股收益,0.03,0.07,0.22,0.14,0.22,0.27,0.3,0.7,0.72,0.59,0.3,
稀释每股收益,0.03,0.07,0.22,0.13,0.22,0.27,0.3,0.7,0.72,0.59,0.3,
