报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),36226,218760,250552,188152,246059,352144,282217,238231,198168,163169,202962,187414,160460,155127,139591,
营业收入(万元),36226,218760,250552,188152,246059,352144,282217,238231,198168,163169,202962,187414,160460,155127,139591,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),211079,142721,172894,124086,188922,359014,289788,248314,206603,163124,202899,183550,156909,153351,136136,
营业成本(万元),25830,107652,145479,99270,166045,335856,270741,230300,189878,150656,188882,172205,145740,144729,128237,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),174,1288,3259,1877,2636,1956,754,297,174,98,112,58,41,27,92,
销售费用(万元),4879,11525,11511,11231,11478,9725,7067,7279,8299,5854,6307,5880,6126,5372,6015,
管理费用(万元),5178,6408,6805,5685,5340,7258,6434,6215,5270,4364,3954,2498,2847,2005,1228,
财务费用(万元),6740,3931,3525,3320,2555,3850,4024,1651,2949,1534,3887,2798,2022,1201,510,
资产减值损失(万元),168279,11916,2315,2703,867,369,768,2572,33,618,-244,112,133,18,54,
公允价值变动收益(万元),--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,
投资收益(万元),-2234,474,-215,-104,--,26,391,3075,1032,21,23,65,4,0,24,
对联营企业和合营企业的投资收益(万元),--,-940,--,--,--,--,--,--,--,--,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-177088,76514,77442,63962,57137,-6845,-7181,-7008,-7403,66,86,3928,3555,1776,3479,
营业外收入(万元),2174,5261,7417,9148,5403,5181,11458,20213,4451,755,981,784,325,333,298,
营业外支出(万元),1622,63,142,202,306,1185,547,389,248,200,168,55,150,50,48,
非流动资产处置损失(万元),--,--,2,7,4,836,189,116,33,32,13,0,46,21,25,
利润总额(万元),-176536,81712,84718,72908,62234,-2848,3730,12816,-3200,621,899,4657,3730,2059,3729,
所得税费用(万元),4353,5614,11014,15180,14653,520,1989,4030,19,14,14,36,27,569,56,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-180889,76098,73703,57728,47580,-3368,1741,8786,-3219,607,885,4621,3702,1490,3673,
归属于母公司所有者的净利润(万元),-178610,76866,73095,57434,43614,-2419,1033,6409,-2229,712,647,4552,3867,1754,3686,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
少数股东损益(万元),-2279,-768,608,295,3966,-949,708,2377,-991,-105,238,69,-164,-264,-13,
基本每股收益,-1.02,0.43,0.66,0.52,0.48,-0.12,0.05,0.4,-0.14,0.04,0.04,0.5,0.48,0.25,0.53,
稀释每股收益,-1.02,0.43,0.66,0.52,0.48,-0.12,0.05,0.4,-0.14,0.04,0.04,0.5,0.48,0.25,0.53,
