报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),37670,31450,16687,20326,18907,15136,13167,10982,11168,8433,7639,5786,
营业收入(万元),37670,31450,16687,20326,18907,15136,13167,10982,11168,8433,7639,5786,
利息收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),31523,25255,14405,16555,21661,11946,10081,7842,6841,5062,4754,3955,
营业成本(万元),18580,16048,9364,10386,10046,8775,7992,6101,5132,3666,3393,3285,
利息支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),3701,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,0,0,0,0,
营业税金及附加(万元),503,512,314,222,259,164,93,15,43,60,38,26,
销售费用(万元),2672,1930,998,1138,2020,815,422,500,319,335,298,176,
管理费用(万元),5404,4683,3639,4021,3934,2851,2620,2214,1248,954,882,401,
财务费用(万元),-757,185,-712,-949,-605,-770,-1158,-1051,58,27,68,25,
资产减值损失(万元),1420,1898,802,1737,6007,111,113,63,40,21,74,42,
公允价值变动收益(万元),--,--,--,--,--,-99,--,--,0,0,0,0,
投资收益(万元),754,810,690,649,648,502,118,--,0,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,0,0,0,0,
营业利润(万元),7376,7399,2972,4420,-2106,3593,3204,3141,4327,3371,2885,1831,
营业外收入(万元),38,275,622,293,5997,429,740,991,167,219,166,33,
营业外支出(万元),14,361,128,162,190,55,--,6,18,0,10,6,
非流动资产处置损失(万元),--,--,54,133,139,--,--,--,9,0,0,0,
利润总额(万元),7400,7313,3466,4551,3701,3967,3944,4127,4477,3590,3041,1858,
所得税费用(万元),933,1172,503,287,387,572,511,568,629,508,449,594,
未确认投资损失(万元),--,--,--,--,--,--,--,--,0,0,0,0,
净利润(万元),6467,6142,2963,4264,3315,3395,3433,3559,3847,3082,2592,1264,
归属于母公司所有者的净利润(万元),6457,6157,2952,4613,3746,3290,3433,3559,3847,3082,2592,1264,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,0,0,0,0,
少数股东损益(万元),11,-15,12,-349,-431,104,--,--,0,0,0,0,
基本每股收益,0.13,0.13,0.06,0.1,0.17,0.15,0.29,0.46,0.64,0.51,0.44,0,
稀释每股收益,0.13,0.13,0.06,0.1,0.17,0.15,0.29,0.46,0.64,0.51,0.44,0,
