报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),138974,177238,159530,163191,131439,74213,65772,
营业收入(万元),138974,177238,159530,163191,131439,74213,65772,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),131644,127780,109094,137205,113599,66514,59029,
营业成本(万元),105987,97576,85309,108703,90095,47287,45046,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),5477,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),457,471,490,897,881,921,954,
销售费用(万元),5311,4171,3694,5283,3726,3231,2519,
管理费用(万元),12698,18987,16204,16536,13463,11434,8576,
财务费用(万元),3351,4320,1866,5754,3822,2577,1379,
资产减值损失(万元),-1636,2255,1531,31,1612,1064,555,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,-2,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),9067,50781,50436,25986,17840,7699,6741,
营业外收入(万元),54,33,329,3291,577,129,428,
营业外支出(万元),11,67,240,31,4870,206,205,
非流动资产处置损失(万元),--,--,131,31,368,4,11,
利润总额(万元),9109,50747,50525,29246,13548,7623,6965,
所得税费用(万元),6112,11295,11113,10390,7462,2725,1605,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),2997,39452,39412,18856,6086,4898,5360,
归属于母公司所有者的净利润(万元),2997,39452,39412,18856,6086,4891,5352,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),-0,--,--,--,--,7,8,
基本每股收益,0.07,1.06,1.09,0.52,0.17,0.14,--,
稀释每股收益,0.07,1.06,1.09,0.52,0.17,0.14,--,
