报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),119602,111181,91920,79105,92984,73962,58911,48875,33371,24342,17801,
营业收入(万元),119602,111181,91920,79105,92984,73962,58911,48875,33371,24342,17801,
利息收入(万元),0,0,0,0,--,0,--,--,--,--,--,
已赚保费(万元),0,0,0,0,--,0,--,--,--,--,--,
手续费及佣金收入(万元),0,0,0,0,--,0,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),110395,103938,81414,69870,68153,55625,46349,40466,28734,22879,17712,
营业成本(万元),58049,51774,42476,30265,34162,28159,26902,24048,15771,11987,7893,
利息支出(万元),0,0,0,0,--,0,--,--,--,--,--,
手续费及佣金支出(万元),0,0,0,--,--,0,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),7585,--,--,--,--,--,--,--,--,--,--,
退保金(万元),0,0,0,--,--,0,--,--,--,--,--,
赔付支出净额(万元),0,0,0,--,--,0,--,--,--,--,--,
提取保险合同准备金净额(万元),0,0,0,--,--,0,--,--,--,--,--,
保单红利支出(万元),0,0,0,--,--,0,--,--,--,--,--,
分保费用(万元),0,0,0,--,--,0,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),860,984,1154,1185,1239,900,754,612,357,266,162,
销售费用(万元),16192,18870,19798,21302,19164,16032,12306,10109,7965,6690,6501,
管理费用(万元),8913,15532,12711,9770,9190,8879,6933,5203,4222,3110,2773,
财务费用(万元),9739,7774,1574,1497,2029,-449,-1466,63,300,274,268,
资产减值损失(万元),9058,9005,3701,5852,2369,2103,921,430,118,551,115,
公允价值变动收益(万元),0,0,0,0,0,0,--,--,--,--,--,
投资收益(万元),1787,232,-351,286,0,-47,7,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-139,-118,-372,--,0,2,--,--,--,--,--,
汇兑收益(万元),0,0,0,--,0,0,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),15427,11801,10155,9521,24832,18291,12569,8409,4637,1463,89,
营业外收入(万元),801,1390,2715,3666,2358,2855,2255,1318,1117,684,614,
营业外支出(万元),501,123,80,45,186,62,46,73,42,74,97,
非流动资产处置损失(万元),--,--,1,41,51,25,--,--,7,--,--,
利润总额(万元),15726,13067,12790,13142,27003,21084,14777,9654,5711,2073,606,
所得税费用(万元),4865,3378,3178,2379,4445,3462,2369,1493,979,368,-72,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),10861,9689,9612,10763,22559,17621,12408,8161,4733,1705,677,
归属于母公司所有者的净利润(万元),10075,9271,8923,10582,22309,17414,12378,7905,4525,1697,545,
被合并方在合并前实现净利润(万元),--,--,--,--,--,0,--,--,--,--,--,
少数股东损益(万元),786,418,689,181,250,207,30,256,208,8,132,
基本每股收益,0.13,0.12,0.11,0.14,0.39,0.4,0.62,0.75,0.45,0.17,0.05,
稀释每股收益,0.13,0.12,0.11,0.14,0.39,0.4,0.62,0.75,0.45,0.17,0.05,
