报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),356382,279264,230698,193080,120389,50472,45099,26409,22516,19070,14232,11749,
营业收入(万元),356382,279264,230698,193080,120389,50472,45099,26409,22516,19070,14232,11749,
利息收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),331178,252377,202043,168085,106058,42612,37751,21636,17665,15348,11775,10861,
营业成本(万元),275745,213560,171182,136761,87421,37296,33181,18987,14841,12695,10132,9371,
利息支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),11285,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,0,0,0,0,
营业税金及附加(万元),1713,1221,1981,5923,3496,1503,1421,752,647,575,425,387,
销售费用(万元),3031,2255,1553,1348,708,205,218,166,122,99,66,86,
管理费用(万元),17436,24311,21441,15495,8861,3490,3204,2564,1860,1624,1235,884,
财务费用(万元),12920,4619,4878,5535,1478,-744,-1361,-1263,19,27,-4,-1,
资产减值损失(万元),9048,6411,1007,3022,4094,862,1088,429,175,327,-79,134,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,0,68,-68,0,
投资收益(万元),134,1231,424,1252,422,375,53,83,40,-19,31,32,
对联营企业和合营企业的投资收益(万元),-168,-109,-216,201,36,180,--,--,0,33,14,29,
汇兑收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,0,0,0,0,
营业利润(万元),26054,28574,29080,26247,14752,8234,7401,4856,4891,3771,2420,921,
营业外收入(万元),8,1,619,806,321,55,22,998,210,74,0,2,
营业外支出(万元),104,98,123,462,45,68,20,4,1,5,0,1,
非流动资产处置损失(万元),--,--,8,1,37,9,--,--,0,0,0,0,
利润总额(万元),25958,28477,29576,26591,15029,8221,7402,5851,5100,3840,2420,922,
所得税费用(万元),3838,4607,4817,4068,2016,1151,1020,822,721,544,346,240,
未确认投资损失(万元),--,--,--,--,--,--,--,--,0,0,0,0,
净利润(万元),22120,23870,24759,22523,13012,7070,6383,5029,4379,3296,2073,682,
归属于母公司所有者的净利润(万元),22300,23656,24855,22706,13028,7070,6383,5029,4379,3296,2073,682,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,0,0,0,0,
少数股东损益(万元),-180,214,-96,-183,-16,--,--,--,0,0,0,0,
基本每股收益,0.12,0.13,0.14,0.22,0.29,0.35,0.32,0.51,0.88,0.66,0.41,0.14,
稀释每股收益,0.13,0.13,0.14,0.22,0.29,0.35,0.32,0.51,0.88,0.66,0.41,0.14,
