报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),576189,490266,497847,401271,418444,295381,
营业收入(万元),576189,490266,497847,401271,418444,295381,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),575191,476514,486249,396079,415064,291656,
营业成本(万元),497273,397817,410729,326013,350878,249505,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),10973,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),1032,716,486,13,2,2,
销售费用(万元),40261,45132,46472,41356,44521,28647,
管理费用(万元),15259,27250,25446,26007,17908,12603,
财务费用(万元),7037,4027,2544,1912,1128,493,
资产减值损失(万元),3354,1572,571,779,627,405,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),170,230,-84,-35,-137,-171,
对联营企业和合营企业的投资收益(万元),-404,69,-96,-35,-137,-171,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),2159,14892,11515,5157,3244,3554,
营业外收入(万元),652,444,1124,579,1275,61,
营业外支出(万元),823,460,588,250,29,58,
非流动资产处置损失(万元),--,--,185,138,--,1,
利润总额(万元),1988,14876,12050,5485,4489,3557,
所得税费用(万元),964,2669,1215,1616,567,1203,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),1024,12208,10835,3869,3922,2354,
归属于母公司所有者的净利润(万元),3013,10812,9138,3378,4275,2499,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),-1988,1396,1697,491,-352,-145,
基本每股收益,0.07,0.29,0.25,0.1,--,--,
稀释每股收益,--,0.29,--,--,--,--,
