报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),44849,56181,52958,48150,43575,41869,33964,
营业收入(万元),44849,56181,52958,48150,43575,41869,33964,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),44167,51237,49437,44930,39768,38606,31950,
营业成本(万元),32546,38563,39379,33871,28875,29221,25036,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),1776,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),405,577,310,1397,1172,1176,1052,
销售费用(万元),3717,4093,3834,3981,3325,2756,2183,
管理费用(万元),3129,5416,4423,3999,4733,4257,2819,
财务费用(万元),791,617,827,1022,1124,967,580,
资产减值损失(万元),1804,1971,665,661,539,229,280,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),1679,5589,3521,3220,3807,3264,2015,
营业外收入(万元),0,223,1190,1073,516,375,50,
营业外支出(万元),4,50,43,5,13,96,22,
非流动资产处置损失(万元),--,--,--,5,13,1,22,
利润总额(万元),1676,5762,4669,4288,4309,3543,2042,
所得税费用(万元),107,889,666,601,651,532,385,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),1569,4873,4003,3687,3658,3011,1658,
归属于母公司所有者的净利润(万元),1569,4873,4003,3687,3658,3011,1658,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.13,0.41,0.44,0.4,0.44,--,--,
稀释每股收益,0.13,0.41,0.44,0.4,0.44,--,--,
