报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),90436,81374,55744,46497,47294,45195,35503,43356,
营业收入(万元),90436,81374,55744,46497,47294,45195,35503,43356,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),80343,71019,49437,42183,42348,40585,33690,38833,
营业成本(万元),62092,54715,38151,33275,33068,31264,25377,30345,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),6321,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),991,1026,886,277,270,306,240,301,
销售费用(万元),4901,5136,3205,2247,2293,2500,2454,2784,
管理费用(万元),4499,7963,5503,4847,4781,4396,3906,4036,
财务费用(万元),1126,1363,1170,1194,1650,1815,1744,1508,
资产减值损失(万元),413,815,523,343,285,303,-31,-140,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),22,16,0,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),11078,13011,6307,4314,4946,4611,1813,4524,
营业外收入(万元),4,3,222,262,371,452,119,1300,
营业外支出(万元),74,220,86,30,50,43,23,28,
非流动资产处置损失(万元),--,--,72,11,33,28,9,17,
利润总额(万元),11008,12794,6443,4546,5267,5020,1909,5795,
所得税费用(万元),1300,1742,811,654,767,723,353,798,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),9708,11052,5632,3892,4500,4297,1556,4997,
归属于母公司所有者的净利润(万元),9711,11052,5632,3892,4500,4297,1556,4997,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,-121,
少数股东损益(万元),-3,--,--,--,--,--,--,--,
基本每股收益,1.2,1.37,0.9,0.64,0.74,0.71,0.26,0.91,
稀释每股收益,1.2,1.37,0.9,0.64,0.74,0.71,0.26,0.91,
