报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),42345,33383,29867,18264,21617,14177,
营业收入(万元),42345,33383,29867,18264,21617,14177,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),34960,27749,26626,13680,17386,12813,
营业成本(万元),25227,19315,18156,7352,11820,8086,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),135,210,180,87,195,78,
销售费用(万元),7015,5961,5073,4836,4049,3423,
管理费用(万元),2504,2266,3203,1477,1304,1237,
财务费用(万元),-96,-86,-35,-51,-16,-12,
资产减值损失(万元),174,84,49,-20,34,1,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),298,160,1882,18,--,1,
对联营企业和合营企业的投资收益(万元),138,24,12,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),7837,5816,5123,4601,4231,1364,
营业外收入(万元),308,36,37,44,13,46,
营业外支出(万元),1,12,345,19,11,9,
非流动资产处置损失(万元),--,--,--,9,0,--,
利润总额(万元),8144,5840,4815,4626,4233,1401,
所得税费用(万元),1576,1166,1457,1188,1084,350,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),6568,4674,3359,3437,3149,1051,
归属于母公司所有者的净利润(万元),6567,4697,3462,3308,2908,872,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),1,-22,-104,129,241,179,
基本每股收益,1.04,0.74,0.6,--,--,--,
稀释每股收益,1.04,0.74,0.6,--,--,--,
