报告日期,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),3725932,2611248,2472594,
营业收入(万元),3725932,2611248,2472594,
利息收入(万元),--,0,0,
已赚保费(万元),--,0,0,
手续费及佣金收入(万元),--,0,0,
房地产销售收入(万元),--,0,0,
其他业务收入(万元),--,0,0,
营业总成本(万元),3638089,2446673,2351770,
营业成本(万元),3447905,2305498,2200391,
利息支出(万元),--,0,0,
手续费及佣金支出(万元),--,0,0,
房地产销售成本(万元),--,0,0,
研发费用(万元),--,0,0,
退保金(万元),--,0,0,
赔付支出净额(万元),--,0,0,
提取保险合同准备金净额(万元),--,0,0,
保单红利支出(万元),--,0,0,
分保费用(万元),--,0,0,
其他业务成本(万元),--,0,0,
营业税金及附加(万元),9659,14117,11849,
销售费用(万元),30649,37186,16697,
管理费用(万元),89254,68988,90261,
财务费用(万元),27506,21649,28288,
资产减值损失(万元),33116,-765,4284,
公允价值变动收益(万元),--,0,0,
投资收益(万元),12,8293,19099,
对联营企业和合营企业的投资收益(万元),--,0,0,
汇兑收益(万元),--,0,0,
期货损益(万元),--,0,0,
托管收益(万元),--,0,0,
补贴收入(万元),--,0,0,
其他业务利润(万元),--,0,0,
营业利润(万元),87855,172868,139923,
营业外收入(万元),8398,3084,59,
营业外支出(万元),16249,24175,10918,
非流动资产处置损失(万元),--,0,0,
利润总额(万元),80004,151776,129064,
所得税费用(万元),20078,55590,34235,
未确认投资损失(万元),--,0,0,
净利润(万元),59926,96187,94830,
归属于母公司所有者的净利润(万元),59926,96187,94830,
被合并方在合并前实现净利润(万元),--,--,--,
少数股东损益(万元),--,0,0,
基本每股收益,0.21,0.34,0.36,
稀释每股收益,0.21,0.34,0.3,
