报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),34670,28643,27273,26877,29006,25081,23115,
营业收入(万元),34670,28643,27273,26877,29006,25081,23115,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),27570,22697,21544,22384,23200,20673,18818,
营业成本(万元),21493,16684,16531,17882,18465,16508,15320,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),1112,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),543,479,548,331,240,268,227,
销售费用(万元),2272,2176,1770,1591,1510,1258,1108,
管理费用(万元),2153,3062,2642,2988,2935,2296,2202,
财务费用(万元),-347,318,-297,-444,32,261,108,
资产减值损失(万元),345,-22,349,36,18,83,-148,
公允价值变动收益(万元),--,--,--,-53,53,--,--,
投资收益(万元),1081,864,214,141,106,-19,-11,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,-79,-27,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),8459,6934,5943,4581,5965,4390,4287,
营业外收入(万元),521,52,198,50,22,53,55,
营业外支出(万元),54,13,19,8,15,5,62,
非流动资产处置损失(万元),--,--,15,3,13,0,56,
利润总额(万元),8926,6973,6122,4623,5972,4438,4280,
所得税费用(万元),1158,900,878,637,918,668,609,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),7768,6072,5244,3986,5054,3770,3671,
归属于母公司所有者的净利润(万元),7768,6072,5244,3986,5083,3774,3633,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,-0,-30,-4,39,
基本每股收益,0.67,1,1.03,0.78,1,0.74,0.71,
稀释每股收益,0.67,1,1.03,0.78,1,0.74,0.71,
