报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),50708,45656,36924,39049,32409,
营业收入(万元),50708,45656,36924,39049,32409,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),40567,36593,30057,31092,27056,
营业成本(万元),33590,29070,22836,25012,21881,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),1562,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),501,548,410,344,230,
销售费用(万元),1663,1487,1262,1237,1272,
管理费用(万元),3715,4537,6009,4010,3180,
财务费用(万元),-743,739,-209,207,270,
资产减值损失(万元),279,211,-250,282,223,
公允价值变动收益(万元),--,--,4,-4,--,
投资收益(万元),280,4,78,53,8,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),11349,9251,6950,8006,5362,
营业外收入(万元),508,1070,274,212,110,
营业外支出(万元),8,17,107,118,214,
非流动资产处置损失(万元),--,--,84,24,11,
利润总额(万元),11850,10304,7116,8100,5258,
所得税费用(万元),1753,1542,1304,1300,712,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),10097,8762,5813,6800,4545,
归属于母公司所有者的净利润(万元),10097,8762,5738,6732,4735,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),--,--,75,68,-189,
基本每股收益,1.23,1.22,0.96,--,--,
稀释每股收益,1.23,1.22,0.96,--,--,
