报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),201690,116118,55194,45274,30336,25051,12250,
营业收入(万元),201690,116118,55194,45274,30336,25051,12250,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),155675,96141,46703,38627,26890,28592,15077,
营业成本(万元),17941,13633,11829,16546,9661,7792,3016,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),17782,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),1090,701,460,180,132,195,121,
销售费用(万元),100533,61542,21974,10282,4086,5710,5078,
管理费用(万元),15519,18193,10297,10459,10319,11446,5560,
财务费用(万元),1838,202,183,749,1974,1662,788,
资产减值损失(万元),971,1869,1960,411,718,1786,514,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),677,188,77,268,151,144,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),48126,24216,8568,6916,3598,-3397,-2827,
营业外收入(万元),1282,86,1426,522,887,3420,4294,
营业外支出(万元),499,503,96,329,1038,31,15,
非流动资产处置损失(万元),--,--,32,37,14,12,0,
利润总额(万元),48909,23798,9898,7109,3447,-8,1451,
所得税费用(万元),5340,2328,1277,827,331,-159,307,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),43569,21470,8621,6282,3116,151,1145,
归属于母公司所有者的净利润(万元),43569,21470,8621,6282,3116,151,1145,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.7,0.53,0.23,0.17,0.09,0,0.03,
稀释每股收益,0.7,0.53,0.23,0.17,0.09,0,0.03,
