报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2012-12-31,
营业总收入(万元),49327,35411,38189,29823,36,0,
营业收入(万元),49327,35411,38189,29823,36,0,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),45397,31202,33115,26588,13,0,
营业成本(万元),28685,21372,24215,18249,9,0,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),971,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),297,335,206,237,0,--,
销售费用(万元),3909,3066,2859,2630,--,--,
管理费用(万元),10563,5930,5176,5070,3,--,
财务费用(万元),371,133,356,409,-0,--,
资产减值损失(万元),601,367,303,-7,--,--,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),1,32,--,215,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),3980,4266,5074,3451,23,0,
营业外收入(万元),178,54,66,81,7,--,
营业外支出(万元),28,10,17,12,4,--,
非流动资产处置损失(万元),--,--,0,0,--,--,
利润总额(万元),4130,4310,5122,3520,26,0,
所得税费用(万元),1051,960,1235,649,--,--,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),3079,3350,3888,2871,26,0,
归属于母公司所有者的净利润(万元),2752,3412,3646,2456,26,0,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),327,-62,241,415,--,--,
基本每股收益,0.08,0.1,0.12,0.1,--,--,
稀释每股收益,0.08,0.1,0.12,0.1,--,--,
