报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),79234,70317,51212,40517,46734,33209,31307,
营业收入(万元),79234,70317,51212,40517,46734,33209,31307,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),68234,61093,43073,34685,39169,28593,26963,
营业成本(万元),56326,48889,34125,26732,31534,23025,21908,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),3587,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),756,617,476,286,264,165,210,
销售费用(万元),6662,5093,4883,4032,3640,2598,2556,
管理费用(万元),2375,5024,3579,3572,3354,2497,2286,
财务费用(万元),-1585,923,-687,-467,197,288,-219,
资产减值损失(万元),112,547,695,529,179,20,222,
公允价值变动收益(万元),-96,--,--,--,--,--,--,
投资收益(万元),312,124,-4,13,39,--,--,
对联营企业和合营企业的投资收益(万元),-71,25,-35,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),11916,9623,8136,5845,7604,4615,4344,
营业外收入(万元),21,89,592,452,328,365,732,
营业外支出(万元),428,56,159,49,62,44,27,
非流动资产处置损失(万元),--,--,0,0,3,2,1,
利润总额(万元),11509,9655,8569,6248,7869,4937,5049,
所得税费用(万元),1452,1304,1205,899,1202,726,631,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),10057,8351,7364,5349,6667,4210,4417,
归属于母公司所有者的净利润(万元),10057,8351,7364,5349,6667,4210,4417,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.38,0.52,0.48,0.35,0.44,0.28,0.29,
稀释每股收益,0.38,0.52,0.48,0.35,0.44,0.28,0.29,
