报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),196021,166023,151956,105390,127509,124724,76176,191060,139616,102281,70942,48234,
营业收入(万元),196021,166023,151956,105390,127509,124724,76176,191060,139616,102281,70942,48234,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),208688,180942,168123,127136,134654,137035,92769,175725,125509,90947,61203,41723,
营业成本(万元),153281,132790,122528,83969,95331,97093,60520,137866,90654,69214,44868,31642,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),4438,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),1909,1980,1856,1100,1102,714,390,910,843,582,413,489,
销售费用(万元),10964,9746,10126,8539,7727,7876,8661,10932,11093,7524,5953,3816,
管理费用(万元),20346,24209,22543,23722,19832,18802,15757,15810,13688,9492,7293,3066,
财务费用(万元),13640,10509,10314,10076,10283,10230,9810,7981,4374,2860,2240,1935,
资产减值损失(万元),4110,1708,755,-271,379,2319,-2369,2225,4857,1275,436,775,
公允价值变动收益(万元),--,--,--,--,--,--,4,-4,--,0,0,0,
投资收益(万元),13294,-226,6736,633,633,106,-10,--,--,0,9,0,
对联营企业和合营企业的投资收益(万元),-1510,-226,--,--,--,--,--,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),1854,3266,-9431,-21113,-6512,-12205,-16599,15331,14107,11333,9748,6511,
营业外收入(万元),1083,702,14295,1275,7098,12702,10199,3780,2875,1714,890,733,
营业外支出(万元),322,70,226,397,212,182,287,208,120,110,195,336,
非流动资产处置损失(万元),--,--,75,183,88,123,11,108,66,10,136,49,
利润总额(万元),2614,3898,4637,-20236,375,316,-6687,18903,16863,12937,10443,6908,
所得税费用(万元),-196,2033,2848,-3045,-551,-381,180,3131,2608,2077,1926,400,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),2810,1865,1790,-17191,926,697,-6867,15773,14254,10861,8517,6508,
归属于母公司所有者的净利润(万元),1317,1246,1870,-15802,1159,978,-6867,15813,14254,10861,8512,6401,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,0,--,--,0,0,0,
少数股东损益(万元),1493,619,-81,-1389,-233,-281,--,-40,--,0,5,107,
基本每股收益,0.02,0.02,0.03,-0.24,0.02,0.03,-0.25,0.56,1.25,1.03,0.81,0.71,
稀释每股收益,0.02,0.02,0.03,-0.24,0.02,0.03,-0.25,0.56,1.25,1.03,0.81,0.71,
