报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),136356,94937,63347,54311,46846,49949,42265,
营业收入(万元),136356,94937,63347,54311,46846,49949,42265,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),109044,72772,47970,44248,41714,46520,33734,
营业成本(万元),72662,48005,24725,26123,25751,27785,23562,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),19414,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),2135,1960,1470,732,618,527,548,
销售费用(万元),2944,1407,1079,727,562,748,646,
管理费用(万元),6516,17118,14788,12511,10711,11799,5385,
财务费用(万元),302,2080,1794,2795,3138,4722,4235,
资产减值损失(万元),5071,2201,4115,1360,934,940,-643,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),2818,380,206,169,-359,3163,2,
对联营企业和合营企业的投资收益(万元),-15,-390,167,113,-429,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),42642,25761,15583,10233,4773,6592,8534,
营业外收入(万元),603,707,7413,11371,2417,1942,1653,
营业外支出(万元),980,176,1890,1576,707,28,81,
非流动资产处置损失(万元),--,--,1868,1566,706,--,--,
利润总额(万元),42265,26292,21106,20027,6483,8505,10105,
所得税费用(万元),4607,2572,1171,2388,1381,1125,1763,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),37658,23720,19934,17639,5102,7380,8341,
归属于母公司所有者的净利润(万元),37658,23720,19934,17639,5102,7452,8341,
被合并方在合并前实现净利润(万元),--,16939,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,-72,--,
基本每股收益,1.02,0.77,0.72,0.64,0.18,0.27,0.3,
稀释每股收益,1.02,0.77,0.72,0.64,0.18,0.27,0.3,
