报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),159379,122438,97960,87874,72573,71516,66000,30433,13281,6539,
营业收入(万元),159379,122438,97960,87874,72573,71516,66000,30433,13281,6539,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),124154,95778,76049,69075,55747,56126,52580,23923,10340,5706,
营业成本(万元),114498,87677,69657,59390,49908,49962,46649,20738,9226,4941,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),2900,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),173,120,528,3042,2320,2307,2145,1013,442,218,
销售费用(万元),--,--,--,--,--,--,--,--,--,--,
管理费用(万元),5995,7509,4792,4158,3299,3303,3084,1366,644,410,
财务费用(万元),-481,-85,345,-377,-1812,262,507,216,-12,-38,
资产减值损失(万元),1069,557,727,2861,2033,291,195,591,40,175,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2175,942,36,--,25,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),38106,28694,21947,18800,16851,15391,13419,6509,2942,833,
营业外收入(万元),--,3,143,6,--,346,220,--,--,1,
营业外支出(万元),0,56,304,50,10,4,1,28,27,15,
非流动资产处置损失(万元),--,--,0,--,10,4,1,17,5,--,
利润总额(万元),38106,28640,21786,18755,16841,15733,13638,6481,2914,818,
所得税费用(万元),5576,4334,3252,3633,4239,4057,3523,1656,755,206,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),32529,24306,18534,15123,12602,11676,10115,4824,2160,612,
归属于母公司所有者的净利润(万元),32581,24281,18523,15124,12589,11802,10171,4824,2160,612,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,159,63,
少数股东损益(万元),-51,25,10,-1,13,-126,-56,--,--,--,
基本每股收益,1.02,1.31,1.09,0.93,0.8,0.75,0.66,0.79,--,--,
稀释每股收益,1.02,1.31,1.09,0.93,0.8,0.75,0.66,0.79,--,--,
