报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),746656,567635,481440,383443,433332,387059,386491,388278,482833,509359,460977,370607,209395,
营业收入(万元),746656,567635,481440,383443,433332,387059,386491,388278,482833,509359,460977,370607,209395,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),743783,561050,481563,423999,432748,407348,418943,435671,478964,456158,411482,360413,204330,
营业成本(万元),437719,343180,329512,281714,296706,267582,290845,309016,369744,353587,303152,298368,165007,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),14467,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),9504,7456,6283,1893,3217,3013,2636,1565,3673,3784,3370,1452,843,
销售费用(万元),191829,112159,73716,63268,63665,59093,52249,42022,42333,45813,34191,24535,17136,
管理费用(万元),50861,71789,52367,56253,51315,60661,56075,67164,49244,40904,34810,19295,15681,
财务费用(万元),13474,16281,12398,12626,15102,15795,13588,11573,12320,9482,13321,8658,3658,
资产减值损失(万元),25929,10186,7287,8245,2743,1203,3552,4332,1649,2588,22638,8105,2005,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
投资收益(万元),24,1346,282,240,131,--,-50,4,1,39,0,4,118,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,4,1,17,19,24,16,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7596,11453,160,-40317,715,-20288,-32502,-47390,3871,53240,49495,10198,5183,
营业外收入(万元),14501,78,4523,2883,11577,4720,38018,9369,10506,7386,976,3303,266,
营业外支出(万元),724,1314,940,3256,1717,328,533,279,6328,2188,504,308,390,
非流动资产处置损失(万元),--,--,752,3019,1402,67,248,62,5947,2002,72,157,13,
利润总额(万元),21374,10217,3743,-40689,10575,-15896,4983,-38299,8049,58438,49968,13192,5058,
所得税费用(万元),1237,1012,1108,-1474,2193,624,3762,24,2322,10829,14174,8493,2610,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),20137,9206,2635,-39215,8382,-16520,1221,-38323,5727,47608,35794,4699,2448,
归属于母公司所有者的净利润(万元),19520,11900,2379,-38436,8708,-16696,1488,-39172,5344,47608,35791,4752,2458,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),617,-2694,256,-779,-325,176,-268,849,383,0,3,-53,-10,
基本每股收益,0.36,0.25,0.05,-0.81,0.22,-0.5,0.04,-1.17,0.16,1.43,1.16,0.16,0.08,
稀释每股收益,0.36,0.25,0.05,-0.81,0.22,-0.5,0.04,-1.17,0.16,1.43,1.16,0.16,0.08,
