报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),372924,314519,237056,198020,172252,163029,133458,112112,92579,65396,55478,
营业收入(万元),372924,314519,237056,198020,172252,163029,133458,112112,92579,65396,55478,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),362359,299085,220534,178742,152498,142274,114912,97030,79976,54444,47895,
营业成本(万元),317037,259284,187807,152232,135552,128861,103912,88011,72297,48063,43191,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),8545,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2385,2290,2110,1031,741,775,656,445,227,202,106,
销售费用(万元),15767,13173,10037,8766,5471,4443,3341,2311,2354,1888,1403,
管理费用(万元),15293,21043,17733,14234,9902,8127,6727,5305,4564,3115,2985,
财务费用(万元),2524,924,1603,1430,709,-901,43,973,282,894,83,
资产减值损失(万元),809,2371,1244,1048,123,970,232,-15,252,283,126,
公允价值变动收益(万元),--,--,--,--,--,--,--,0,0,0,--,
投资收益(万元),7740,4127,851,1652,103,171,--,0,0,0,-81,
对联营企业和合营企业的投资收益(万元),8462,2384,-1352,-81,-5,-2,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),18422,19696,17373,20930,19856,20926,18547,15083,12603,10953,7502,
营业外收入(万元),275,252,161,955,481,138,664,182,254,53,7,
营业外支出(万元),222,177,195,175,301,102,292,50,55,237,142,
非流动资产处置损失(万元),--,--,37,102,11,14,225,13,1,168,86,
利润总额(万元),18475,19771,17339,21710,20036,20962,18919,15214,12802,10769,7367,
所得税费用(万元),3924,4106,2851,3566,3778,4882,4538,3399,2865,1549,1379,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),14550,15665,14488,18144,16259,16080,14381,11815,9937,9220,5988,
归属于母公司所有者的净利润(万元),14483,15374,14055,17871,16151,15985,14366,11794,10001,9220,5281,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,0,--,--,--,1790,
少数股东损益(万元),68,292,433,273,108,95,15,21,-65,0,707,
基本每股收益,0.19,0.2,0.19,0.24,0.5,0.5,0.96,0.98,0.83,0.77,--,
稀释每股收益,0.19,0.2,0.19,0.24,0.5,0.5,0.96,0.98,0.83,0.77,--,
