报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),16206,15060,13635,11282,11695,14330,
营业收入(万元),16206,15060,13635,11282,11695,14330,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),11782,11223,9344,7985,8346,9653,
营业成本(万元),6403,6345,5525,4560,4812,5976,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),1231,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),446,332,244,169,170,176,
销售费用(万元),1443,1097,793,731,837,794,
管理费用(万元),2006,2880,2574,2210,2196,2548,
财务费用(万元),-105,223,-56,-61,31,34,
资产减值损失(万元),358,345,263,377,300,125,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),524,108,74,166,174,89,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),5403,4326,4365,3462,3522,4767,
营业外收入(万元),150,102,171,256,216,239,
营业外支出(万元),37,2,10,9,24,23,
非流动资产处置损失(万元),--,--,--,5,14,2,
利润总额(万元),5516,4426,4526,3709,3714,4983,
所得税费用(万元),852,612,738,560,572,839,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),4664,3815,3788,3149,3143,4144,
归属于母公司所有者的净利润(万元),4664,3815,3788,3183,3147,4164,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),--,--,--,-33,-4,-21,
基本每股收益,0.65,0.69,0.7,0.59,0.58,0.77,
稀释每股收益,0.65,0.69,0.7,0.59,0.58,0.77,
