报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),2375059,2553673,1928781,1365603,1269899,1004882,725321,407700,264467,112685,101244,64472,16145,10294,
营业收入(万元),2375059,2553673,1928781,1365603,1269899,1004882,725321,407700,264467,112685,101244,64472,16145,10294,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
营业总成本(万元),2293350,2325937,1744788,1221353,1077700,852660,617997,344237,230204,101441,86332,54837,12751,8575,
营业成本(万元),1928192,1991718,1496906,1025614,921554,735014,538288,293260,197701,86267,72064,46252,10396,6400,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
研发费用(万元),133427,--,--,--,--,--,--,--,--,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
营业税金及附加(万元),14165,13886,11903,5220,5989,4244,2825,2468,57,75,140,100,0,0,
销售费用(万元),56924,50331,44491,36242,22308,18752,14309,9309,5958,3437,2293,1093,364,186,
管理费用(万元),103992,219509,175443,134524,112971,72226,49006,29118,21072,9295,9268,5555,1703,1669,
财务费用(万元),31800,42075,8601,18802,14058,17344,12024,9071,5161,1966,2418,1665,122,111,
资产减值损失(万元),24850,8418,7445,949,820,5081,1545,1011,254,401,147,173,166,209,
公允价值变动收益(万元),968,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),-8208,-348,187,24,213,530,-44,--,--,--,--,0,0,-0,
对联营企业和合营企业的投资收益(万元),-1509,-348,187,-8,329,530,--,--,--,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
营业利润(万元),100616,249723,184179,144274,192411,152752,107279,63463,34263,11244,14912,9634,3394,1719,
营业外收入(万元),1000,1491,7720,5733,9585,6597,3220,3136,1804,1195,632,224,27,34,
营业外支出(万元),2282,1168,1427,948,1417,1877,244,18,56,7,135,270,22,63,
非流动资产处置损失(万元),--,1058,1415,937,1413,1876,221,17,9,5,26,0,0,0,
利润总额(万元),99334,250046,190472,149058,200580,157472,110255,66581,36011,12433,15409,9588,3398,1690,
所得税费用(万元),14887,39371,29577,25018,32149,25020,17763,10974,6471,1554,1813,1213,538,228,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,
净利润(万元),84447,210675,160895,124041,168431,132452,92492,55607,29540,10879,13596,8375,2860,1462,
归属于母公司所有者的净利润(万元),86772,213923,165150,125114,165739,130663,90870,52802,27645,9988,12262,7707,2860,1462,
被合并方在合并前实现净利润(万元),--,--,--,--,--,87,--,--,--,--,--,72,--,--,
少数股东损益(万元),-2325,-3247,-4255,-1074,2692,1790,1622,2805,1895,892,1334,668,0,0,
基本每股收益,0.27,0.68,1.08,0.82,1.09,0.86,1.1,0.7,0.76,0.42,1.14,0.86,1.38,0.71,
稀释每股收益,0.27,0.68,1.08,0.82,1.09,0.86,1.1,0.7,0.76,0.42,1.14,0.86,1.38,0.71,
