报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),105889,90514,76279,13704,18331,29915,36901,33688,29227,28417,34408,29198,23864,19219,15142,
营业收入(万元),105889,90514,76279,13704,18331,29915,36901,33688,29227,28417,34408,29198,23864,19219,15142,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
营业总成本(万元),97108,71596,59747,20172,20429,27432,32494,30030,25594,26833,28882,24104,19929,16858,12527,
营业成本(万元),66742,54481,46757,9102,11230,17847,23538,22425,20111,21608,24068,20298,16395,14949,11636,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
研发费用(万元),301,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
营业税金及附加(万元),903,744,607,258,443,573,713,630,370,379,356,438,280,290,154,
销售费用(万元),1844,1150,1290,1606,1962,1966,1644,1307,1084,1110,511,410,288,221,147,
管理费用(万元),12107,11027,8646,6708,3570,3124,3069,2530,1831,1975,1826,1546,1157,440,348,
财务费用(万元),2892,2232,2640,2086,3326,3726,3124,3000,2252,1618,1821,1621,1428,728,217,
资产减值损失(万元),12319,1960,-193,413,-102,195,407,137,-53,143,300,-209,381,230,24,
公允价值变动收益(万元),4546,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
投资收益(万元),-1918,3738,67,74,952,92,62,62,62,59,--,--,0,-1,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
汇兑收益(万元),--,-55,--,--,--,--,--,--,--,0,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
营业利润(万元),12290,23633,16599,-6394,-1146,2576,4469,3720,3694,1643,5526,5094,3935,2360,2615,
营业外收入(万元),11,37,722,54,264,574,113,194,175,154,69,315,278,111,108,
营业外支出(万元),2563,2675,1330,83,44,50,247,47,75,40,149,106,124,58,27,
非流动资产处置损失(万元),--,--,13,29,4,2,2,1,0,0,0,0,0,5,0,
利润总额(万元),9737,20996,15991,-6424,-926,3099,4334,3867,3794,1757,5446,5304,4089,2413,2696,
所得税费用(万元),6743,6916,4513,110,158,633,475,654,689,490,1155,1307,1060,573,617,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
净利润(万元),2994,14079,11478,-6534,-1084,2466,3859,3214,3105,1267,4291,3997,3029,1841,2079,
归属于母公司所有者的净利润(万元),2968,14074,11471,-6534,-1084,2371,3817,3004,2876,1178,3736,3543,2622,1542,1718,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,
少数股东损益(万元),27,5,6,--,--,95,42,210,229,89,555,455,407,299,361,
基本每股收益,0.07,0.31,0.26,-0.32,-0.05,0.12,0.19,0.15,0.29,0.12,0.56,0.65,0.52,0.31,0.34,
稀释每股收益,0.07,0.31,0.26,-0.32,-0.05,0.12,0.19,0.15,0.29,0.12,0.56,0.65,0.52,0.31,0.34,
