报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),65182,46126,30110,26860,26789,23271,
营业收入(万元),65182,46126,30110,26860,26789,23271,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),58525,41019,25734,22991,23097,20572,
营业成本(万元),47805,32335,18404,16302,17109,15596,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),2574,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),409,396,235,165,150,120,
销售费用(万元),4467,3642,2890,2608,2332,2132,
管理费用(万元),2901,4186,4033,3351,3361,2625,
财务费用(万元),71,240,132,221,221,200,
资产减值损失(万元),298,219,40,343,-76,-102,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),551,17,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),7338,5245,4375,3869,3693,2699,
营业外收入(万元),642,507,97,206,80,199,
营业外支出(万元),85,26,26,38,84,27,
非流动资产处置损失(万元),--,--,--,--,1,1,
利润总额(万元),7895,5726,4446,4037,3690,2871,
所得税费用(万元),1279,907,817,687,576,456,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),6616,4819,3629,3350,3114,2415,
归属于母公司所有者的净利润(万元),6616,4819,3629,3350,3114,2415,
被合并方在合并前实现净利润(万元),--,--,--,587,1269,--,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,0.52,0.64,0.51,0.49,--,--,
稀释每股收益,0.52,0.64,--,--,--,--,
