报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),403405,290884,167297,363297,338034,271561,305028,234649,183584,177040,138183,91630,54451,42151,36682,
营业收入(万元),403405,290884,167297,363297,338034,271561,305028,234649,183584,177040,138183,91630,54451,42151,36682,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业总成本(万元),387305,300279,159430,344233,308315,244332,267056,203452,161298,162505,127907,84419,49462,38436,33263,
营业成本(万元),357562,246642,136921,316779,282856,212783,243009,179166,141795,146538,113349,74545,40726,31983,27646,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
研发费用(万元),13043,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业税金及附加(万元),1533,794,686,1114,2141,2456,2601,3342,3453,2220,3665,2153,1580,1147,1117,
销售费用(万元),2733,2201,1931,1767,1762,2271,1797,2065,1761,1751,1455,1160,870,595,454,
管理费用(万元),10630,23601,18594,23269,24675,23782,19166,16893,13333,11382,8975,6194,6090,4559,3779,
财务费用(万元),-1049,-1510,-2018,-1433,-2661,-808,-732,-355,-387,-328,-512,-120,2,188,10,
资产减值损失(万元),2852,28552,3317,2735,-456,3848,1216,2342,1342,941,975,485,195,-36,257,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
投资收益(万元),510,1089,1144,822,836,578,496,484,489,424,593,288,237,313,-168,
对联营企业和合营企业的投资收益(万元),510,1089,1144,822,619,578,496,484,438,424,243,288,237,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业利润(万元),17149,-8006,9011,19886,30555,27808,38468,31681,22776,14959,10870,7499,5226,4028,3250,
营业外收入(万元),21,3,1006,755,605,254,1065,715,311,190,102,370,187,2,3,
营业外支出(万元),37,63,48,96,757,132,67,30,83,29,177,54,12,15,5,
非流动资产处置损失(万元),--,--,16,19,532,104,--,2,25,--,--,--,--,0,0,
利润总额(万元),17133,-8066,9969,20545,30402,27930,39465,32366,23004,15120,10795,7815,5402,4015,3248,
所得税费用(万元),2217,-1905,1636,2491,3988,4065,5668,4521,3254,2048,1753,912,524,388,337,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,
净利润(万元),14916,-6161,8333,18054,26415,23866,33797,27845,19750,13072,9042,6903,4878,3627,2900,
归属于母公司所有者的净利润(万元),14827,-6314,8180,17907,26317,23520,33335,27730,19697,12998,9015,6900,4877,3633,2897,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
少数股东损益(万元),89,153,153,147,98,346,462,115,53,74,27,3,0,-5,3,
基本每股收益,0.33,-0.14,0.18,0.4,0.59,0.53,0.75,0.62,0.71,0.93,0.84,1.21,0.97,0.72,0.58,
稀释每股收益,0.33,-0.14,0.18,0.4,0.59,0.53,0.75,0.62,0.71,0.93,0.84,1.21,0.97,0,0,
