报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),5696330,4996701,3046150,2537101,3237029,3371077,3561663,4022801,3521256,2184398,2741153,760326,103415,85256,
营业收入(万元),5696330,4996701,3046150,2537101,3237029,3371077,3561663,4022801,3521256,2184398,2741153,760326,103415,85256,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),5044547,4600500,2997468,2588321,3198147,3362396,3696342,4009007,3484492,2167911,2649637,717849,97313,81222,
营业成本(万元),4876823,4448723,2851634,2450344,3003033,3197781,3518771,3845214,3313209,2047949,2466706,675755,88478,73118,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),53345,--,--,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业税金及附加(万元),36474,27418,15218,7004,10886,9754,10862,7782,10288,8854,13105,5164,0,0,
销售费用(万元),29414,26945,28246,28351,44404,34920,32580,33183,34222,23906,32913,11306,6253,4392,
管理费用(万元),31193,66048,46376,52682,91861,60907,66082,68075,75398,59042,83264,18079,1797,1569,
财务费用(万元),14731,29630,47644,46163,44849,44621,58860,55500,46502,24996,41296,7102,954,1050,
资产减值损失(万元),2567,1736,8350,3775,3116,14412,9186,-748,4873,3164,12353,442,-169,1094,
公允价值变动收益(万元),-4,-85,85,--,--,--,--,--,--,--,0,0,0,0,
投资收益(万元),4511,4669,2098,44416,-295,34,-1211,-1989,530,534,237,317,241,64,
对联营企业和合营企业的投资收益(万元),1165,835,42,-1772,-336,-202,-2137,-847,528,534,237,106,34,85,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业利润(万元),667466,411437,50865,-6804,38588,8715,-135890,11805,37293,17021,91754,42794,6343,4099,
营业外收入(万元),306,935,12692,10048,9983,8340,4681,7192,6996,3526,5381,2268,135,205,
营业外支出(万元),3985,6444,2143,162,2006,1976,3063,1631,1434,1546,4166,1264,7,159,
非流动资产处置损失(万元),--,--,2102,11,113,1724,2485,883,1353,1300,3292,490,1,28,
利润总额(万元),663787,405927,61414,3082,46565,15079,-134271,17367,42855,19001,92969,43797,6472,4145,
所得税费用(万元),72461,91986,10163,-2362,3751,2792,-30494,-911,4208,120,21951,13096,856,766,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
净利润(万元),591326,313941,51251,5445,42814,12286,-103777,18278,38647,18881,71018,30702,5616,3379,
归属于母公司所有者的净利润(万元),590513,311062,50292,6056,40643,10960,-104444,17041,36608,18028,69775,25191,5616,3379,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,220,5133,0,0,
少数股东损益(万元),813,2879,959,-611,2171,1327,666,1237,2039,853,1023,377,0,0,
基本每股收益,1.85,1.09,0.18,0.04,0.29,0.08,-0.75,0.12,0.26,0.13,0.5,0.55,0.28,0.16,
稀释每股收益,1.85,1.09,0.18,0.04,0.29,0.08,-0.75,0.12,0.26,0.11,0.46,0.55,0.28,0.16,
