报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),46935,42297,41550,36146,32409,25929,19454,
营业收入(万元),46935,42297,41550,36146,32409,25929,19454,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),43539,39421,38227,33490,29781,23750,18346,
营业成本(万元),37517,32517,32695,28188,25233,20195,15203,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),1262,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),278,285,137,286,67,399,291,
销售费用(万元),1198,1301,1351,1361,1360,1042,825,
管理费用(万元),3330,4163,3349,3111,2786,2257,1709,
财务费用(万元),353,320,640,355,230,-106,263,
资产减值损失(万元),-399,836,56,189,105,-36,55,
公允价值变动收益(万元),-296,--,--,0,0,0,0,
投资收益(万元),84,13,-15,7,0,0,0,
对联营企业和合营企业的投资收益(万元),84,13,-23,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),3732,3973,3308,2663,2628,2179,1108,
营业外收入(万元),61,340,951,1030,813,370,323,
营业外支出(万元),149,244,76,31,59,34,2,
非流动资产处置损失(万元),--,--,2,3,12,9,0,
利润总额(万元),3643,4069,4182,3662,3382,2514,1429,
所得税费用(万元),530,568,498,415,460,385,190,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),3113,3501,3684,3246,2923,2129,1239,
归属于母公司所有者的净利润(万元),3113,3501,3684,3246,2923,2129,1239,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.15,0.32,0.57,0.5,0.45,--,--,
稀释每股收益,0.15,0.32,0.57,0.5,0.45,--,--,
