报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),109356,92418,83064,74398,74273,65477,69331,63758,54411,35462,
营业收入(万元),109356,92418,83064,74398,74273,65477,69331,63758,54411,35462,
利息收入(万元),--,--,--,0,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),100522,87390,74961,66655,66834,59589,61571,56538,47183,30225,
营业成本(万元),83722,71993,63295,58272,58067,51374,54067,49289,41065,26508,
利息支出(万元),--,--,--,0,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,0,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),3588,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1146,750,852,475,463,260,314,286,49,24,
销售费用(万元),4660,3824,3210,2530,2326,2313,2203,1840,1466,756,
管理费用(万元),7579,9000,7262,6293,5694,4792,4809,4549,3954,2680,
财务费用(万元),-1273,1194,-1440,-976,103,594,107,494,524,14,
资产减值损失(万元),1100,630,1782,61,182,256,71,80,124,243,
公允价值变动收益(万元),-234,--,--,--,--,--,--,--,--,--,
投资收益(万元),377,625,352,--,--,-12,--,--,-67,166,
对联营企业和合营企业的投资收益(万元),-13,0,--,--,--,--,--,--,-67,166,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9417,5650,8455,7743,7439,5876,7760,7220,7162,5402,
营业外收入(万元),853,903,353,371,313,307,237,484,127,22,
营业外支出(万元),3,7,215,17,137,15,23,25,56,34,
非流动资产处置损失(万元),--,--,214,3,9,7,14,10,28,20,
利润总额(万元),10267,6546,8592,8096,7614,6168,7974,7678,7232,5389,
所得税费用(万元),1767,804,2703,2378,1759,861,1229,961,875,557,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),8500,5742,5890,5719,5855,5307,6745,6717,6358,4833,
归属于母公司所有者的净利润(万元),8500,5742,5890,5719,5855,5307,6745,6717,6358,4833,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.2,0.13,0.14,0.45,0.46,0.42,0.53,0.53,0.58,0.47,
稀释每股收益,0.2,0.13,0.14,0.45,0.46,0.42,0.53,0.53,0.58,0.47,
