报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),29803,24692,19830,15352,12035,
营业收入(万元),29803,24692,19830,15352,12035,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),22582,18709,15017,12647,8605,
营业成本(万元),7003,6228,5095,4013,3388,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),2098,2003,1536,978,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),355,363,291,188,149,
销售费用(万元),8157,6318,4788,3774,2431,
管理费用(万元),4922,3811,3458,3575,2467,
财务费用(万元),-110,-8,-23,3,68,
资产减值损失(万元),157,-5,-128,116,102,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),-55,94,80,29,49,
对联营企业和合营企业的投资收益(万元),-55,-30,-13,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),8556,7069,4911,2734,3480,
营业外收入(万元),96,192,914,645,432,
营业外支出(万元),278,286,77,36,12,
非流动资产处置损失(万元),--,--,--,--,--,
利润总额(万元),8374,6976,5749,3344,3900,
所得税费用(万元),1265,956,818,374,683,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),7108,6020,4931,2970,3217,
归属于母公司所有者的净利润(万元),7009,5792,4770,2890,3138,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),99,228,160,80,79,
基本每股收益,1.16,0.96,0.79,--,--,
稀释每股收益,1.16,0.96,0.79,--,--,
