报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),146696,118828,108234,84009,77735,72325,
营业收入(万元),146696,118828,108234,84009,77735,72325,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),126464,107523,94588,78710,74773,70496,
营业成本(万元),87627,73907,67700,56354,55678,52233,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),7946,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),1322,1326,1323,563,613,608,
销售费用(万元),3747,2705,2553,2343,2200,1778,
管理费用(万元),23842,24490,21521,17904,13924,13391,
财务费用(万元),646,3329,1217,1336,1943,2260,
资产减值损失(万元),1334,1766,274,211,415,225,
公允价值变动收益(万元),-1880,134,196,-31,-299,187,
投资收益(万元),540,256,-64,328,-7,18,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),19575,11989,13779,5595,2655,2035,
营业外收入(万元),7,145,735,652,289,2057,
营业外支出(万元),652,264,182,247,279,186,
非流动资产处置损失(万元),--,--,73,95,41,25,
利润总额(万元),18930,11870,14332,5999,2666,3906,
所得税费用(万元),2564,1851,2098,964,252,547,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),16366,10018,12234,5035,2414,3359,
归属于母公司所有者的净利润(万元),16366,10018,12234,5035,2414,3359,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,0.91,1.03,1.36,0.56,0.27,0.37,
稀释每股收益,0.91,1.03,1.36,0.56,0.27,0.37,
