报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),216557,179250,155365,130850,117382,105457,86650,87534,82798,58992,
营业收入(万元),216557,179250,155365,130850,117382,105457,86650,87534,82798,58992,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),185447,148138,127146,105001,93234,86481,75361,77101,72319,48926,
营业成本(万元),150861,118516,101177,85465,76011,71053,61778,64682,58538,41237,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),8270,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1562,1548,1625,1137,1013,762,1242,227,585,241,
销售费用(万元),13397,11856,9937,7521,6446,5588,4257,3739,3859,2929,
管理费用(万元),8937,14498,13767,10644,7760,7146,6445,6373,8246,3259,
财务费用(万元),1405,682,-655,-554,789,1647,1639,1793,1065,917,
资产减值损失(万元),1015,1038,1296,789,1215,284,-0,289,27,343,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2309,2219,2566,353,4,2,2,2,4,-9,
对联营企业和合营企业的投资收益(万元),-8,-9,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),33842,33694,30784,26201,24152,18978,11291,10434,10483,10057,
营业外收入(万元),1723,1447,2106,1112,944,622,512,975,303,1064,
营业外支出(万元),432,938,1653,453,1145,365,72,232,95,443,
非流动资产处置损失(万元),--,--,1532,242,866,174,9,211,14,406,
利润总额(万元),35133,34203,31238,26860,23951,19235,11731,11176,10691,10678,
所得税费用(万元),5197,4951,4869,4113,5679,2829,1659,1648,3093,1496,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),29935,29252,26369,22747,18271,16406,10073,9528,7598,9182,
归属于母公司所有者的净利润(万元),29869,29177,26440,22580,18045,16121,10058,9675,7337,8476,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),66,75,-71,167,227,285,15,-147,261,706,
基本每股收益,0.77,0.97,0.88,0.87,1.2,1.07,0.67,0.65,0.51,0.59,
稀释每股收益,0.77,0.97,0.88,0.87,1.2,1.07,0.67,0.65,0.51,0.59,
