报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),405337,395237,280346,152260,97010,58561,53416,51215,34993,25461,18411,
营业收入(万元),405337,395237,280346,152260,97010,58561,53416,51215,34993,25461,18411,
利息收入(万元),--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),690854,417783,236014,127596,81264,57191,49365,45332,30496,21419,15315,
营业成本(万元),295276,270915,179129,93822,64427,44262,40444,37653,24835,17922,13070,
利息支出(万元),--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),13364,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),2510,2787,2326,1365,1010,334,358,107,98,28,59,
销售费用(万元),37966,31269,27694,17707,7784,4757,3644,2626,2417,1493,731,
管理费用(万元),26601,31394,22184,14299,8358,6843,5299,4464,2760,1855,1216,
财务费用(万元),9433,4997,1831,-1442,-528,-377,-954,166,-31,-21,83,
资产减值损失(万元),305703,76421,2851,1845,213,1372,573,315,417,143,156,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),2259,1114,899,665,34,--,-27,-44,20,-35,39,
对联营企业和合营企业的投资收益(万元),--,948,--,--,--,--,-66,-44,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),-279788,-18330,45231,25329,15780,1370,4025,5838,4517,4007,3135,
营业外收入(万元),7353,35073,2223,1929,548,833,278,261,59,39,158,
营业外支出(万元),12470,2433,211,230,92,21,24,60,4,8,18,
非流动资产处置损失(万元),--,--,52,150,10,2,1,59,4,8,16,
利润总额(万元),-284905,14309,47242,27027,16236,2182,4279,6039,4572,4038,3275,
所得税费用(万元),3815,4034,7154,4629,2881,766,1723,936,529,421,297,
未确认投资损失(万元),--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),-288720,10276,40089,22398,13355,1416,2555,5103,4042,3618,2978,
归属于母公司所有者的净利润(万元),-288817,10429,40296,22367,13397,1627,2690,5210,4105,3614,2978,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,0,0,0,
少数股东损益(万元),97,-153,-207,31,-43,-210,-134,-107,-62,3,0,
基本每股收益,-4.73,0.15,0.7,0.45,0.87,0.14,0.37,0.87,0.75,0.67,0.76,
稀释每股收益,-4.73,0.15,0.7,0.45,0.87,0.14,0.37,0.87,0.75,0.67,0.76,
