报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),498556,419202,328320,267731,223739,176053,140087,116492,
营业收入(万元),498556,419202,328320,267731,223739,176053,140087,116492,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),412212,344158,265031,218479,186606,145381,120013,104090,
营业成本(万元),340125,282910,222395,184534,153358,121882,101962,91076,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),23114,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),4013,3543,2746,1536,1354,1025,876,613,
销售费用(万元),17452,14162,11191,8723,7607,5582,4480,2270,
管理费用(万元),24140,37423,26522,21185,19554,13761,10829,8816,
财务费用(万元),-822,1695,143,1184,3959,2728,1388,626,
资产减值损失(万元),4191,4425,2034,1316,774,402,478,689,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),709,465,7,33,305,49,60,18,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),92374,80188,63295,49285,37438,30721,20134,12420,
营业外收入(万元),574,130,2661,1924,988,876,444,612,
营业外支出(万元),625,283,619,549,477,680,476,97,
非流动资产处置损失(万元),--,--,564,481,423,456,420,5,
利润总额(万元),92323,80034,65338,50659,37949,30917,20102,12936,
所得税费用(万元),12805,14061,11592,8392,5021,4170,2554,1529,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),79518,65974,53746,42268,32928,26747,17548,11407,
归属于母公司所有者的净利润(万元),80266,65974,53746,42245,32556,26440,17548,10342,
被合并方在合并前实现净利润(万元),--,--,21691,--,--,--,--,--,
少数股东损益(万元),-748,--,--,22,372,308,--,1065,
基本每股收益,1.97,1.62,1.49,1.17,0.9,0.73,--,--,
稀释每股收益,1.97,1.62,1.49,1.17,0.9,0.73,--,--,
