报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),355426,271460,182766,188043,73130,60538,61628,47425,28005,20936,17860,
营业收入(万元),355426,271460,182766,188043,73130,60538,61628,47425,28005,20936,17860,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),370856,224943,139765,152085,60816,44952,40090,35640,20655,14412,12798,
营业成本(万元),244265,169345,116705,124735,51275,38079,34961,30316,17714,12924,11231,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),20188,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2554,1486,1084,1027,132,142,78,0,12,45,41,
销售费用(万元),6185,4157,3154,3373,1711,1220,902,657,497,378,329,
管理费用(万元),20946,29371,23238,20238,7547,6214,5389,3714,2047,1003,801,
财务费用(万元),-7414,4420,-4892,-1215,-1222,-1010,-1582,546,270,14,241,
资产减值损失(万元),84132,16165,476,3927,1373,307,342,406,115,47,154,
公允价值变动收益(万元),51412,--,-40,-51,91,--,--,--,--,--,--,
投资收益(万元),1912,1622,1689,646,1703,374,--,--,2,--,--,
对联营企业和合营企业的投资收益(万元),753,--,--,--,-225,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),38482,48828,44650,36552,14109,15959,21538,11785,7352,6524,5063,
营业外收入(万元),25798,482,1781,1300,587,690,308,125,53,--,81,
营业外支出(万元),625,361,256,379,137,77,56,18,18,63,6,
非流动资产处置损失(万元),--,--,145,318,86,26,46,--,4,60,--,
利润总额(万元),63654,48949,46175,37474,14559,16572,21789,11892,7387,6461,5137,
所得税费用(万元),9170,10069,7832,7250,2240,2415,3114,2883,1838,1637,1321,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),54484,38880,38342,30224,12319,14157,18675,9009,5549,4823,3816,
归属于母公司所有者的净利润(万元),54749,39148,38711,30704,12618,14255,18675,9009,5549,4823,3816,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-266,-268,-369,-481,-300,-98,--,--,--,--,--,
基本每股收益,0.73,0.61,1,0.82,0.7,0.79,1.56,0.97,0.62,1.19,1.57,
稀释每股收益,0.73,0.61,1,0.82,0.7,0.79,1.56,0.97,0.62,1.19,1.57,
