报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),147782,141677,115791,86522,72944,56102,37299,
营业收入(万元),147782,141677,115791,86522,72944,56102,37299,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),129841,126013,102301,77385,64679,49571,32229,
营业成本(万元),110067,106025,89022,67148,55827,41099,27953,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),4633,4316,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),1179,894,777,403,362,330,109,
销售费用(万元),4460,4085,3751,2542,2018,1743,983,
管理费用(万元),9596,8793,9357,7750,6660,5923,3104,
财务费用(万元),-94,958,-775,-603,-290,304,-124,
资产减值损失(万元),--,942,169,144,102,172,204,
公允价值变动收益(万元),--,--,--,-2,-85,66,20,
投资收益(万元),-1348,14,-83,42,-36,-89,-101,
对联营企业和合营企业的投资收益(万元),-209,-34,-95,-35,-126,-235,-92,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),16266,16146,13407,9178,8144,6509,4989,
营业外收入(万元),6,33,713,372,57,64,134,
营业外支出(万元),--,123,114,119,168,47,147,
非流动资产处置损失(万元),--,--,--,--,5,--,40,
利润总额(万元),16272,16056,14007,9432,8032,6526,4976,
所得税费用(万元),2184,2149,2348,1134,955,777,704,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),14087,13907,11659,8297,7077,5748,4272,
归属于母公司所有者的净利润(万元),14087,13907,11659,8297,7077,5748,4272,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,1.25,1.23,1.03,0.73,0.63,0.55,0.88,
稀释每股收益,1.25,1.23,1.03,0.73,0.63,--,--,
