报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),121174,187336,164186,104949,149707,148688,127436,155023,132171,78285,93942,
营业收入(万元),186,63639,82325,104949,149707,148688,127436,155023,132171,78285,93942,
利息收入(万元),57423,60837,33551,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),63566,62859,48309,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),187751,170968,128412,102318,138612,138082,120240,147135,123391,69166,90048,
营业成本(万元),7,55504,68449,90690,125931,126463,109595,136604,114935,63297,82781,
利息支出(万元),31525,17757,10763,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),12539,15408,10187,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),386,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),678,1299,1414,605,649,453,366,363,--,--,--,
销售费用(万元),--,1664,2748,2536,3014,3037,2663,2121,1887,1397,1713,
管理费用(万元),96983,61863,36140,6079,5398,5112,4689,3701,3438,2994,2829,
财务费用(万元),26634,15476,-1533,2129,3275,3009,2935,4482,3301,1194,2804,
资产减值损失(万元),18999,1998,244,279,344,8,-9,-136,-170,283,-79,
公允价值变动收益(万元),-45130,-4915,14039,--,--,--,--,--,--,-20,--,
投资收益(万元),49962,68888,17118,--,--,--,--,--,-761,-1273,883,
对联营企业和合营企业的投资收益(万元),-405,-102,273,--,--,--,--,--,--,--,--,
汇兑收益(万元),84,-108,119,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-61387,80414,67050,2632,11095,10607,7195,7888,8019,7826,4777,
营业外收入(万元),156,145,1313,690,202,129,1046,817,877,78,211,
营业外支出(万元),680,487,648,162,300,210,520,139,200,25,176,
非流动资产处置损失(万元),--,--,108,112,290,148,515,132,124,4,42,
利润总额(万元),-61911,80072,67715,3160,10997,10526,7721,8566,8696,7879,4812,
所得税费用(万元),-7484,22003,17831,555,1662,1464,1165,1368,1387,1187,516,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-54427,58070,49884,2605,9336,9063,6555,7199,7309,6691,4295,
归属于母公司所有者的净利润(万元),-54427,58064,49815,2616,9336,9063,6555,7199,7309,6628,4322,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),0,5,69,-12,--,--,--,--,--,63,-27,
基本每股收益,-0.28,0.39,0.79,0.13,0.47,0.45,0.36,0.48,0.49,--,--,
稀释每股收益,-0.28,0.39,0.79,0.13,0.47,0.45,0.36,0.48,0.49,--,--,
