报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),9922999,10116949,9861570,7603314,6259910,5678431,4315997,3008948,2298607,1281460,842464,
营业收入(万元),9779986,10049162,9844367,7595459,6259077,5678431,4315997,3008948,2298607,1281460,842464,
利息收入(万元),138871,67300,17034,7827,833,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),4142,487,169,29,0,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),9331065,9577741,8636957,6685060,5338321,4716807,3652636,2610511,2007261,1197703,790814,
营业成本(万元),8148094,8196690,7436022,5686391,4525176,4053799,3156150,2259380,1729838,1022579,668355,
利息支出(万元),37117,7970,1713,701,--,--,--,--,--,--,--,
手续费及佣金支出(万元),1174,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),174338,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),362738,390569,383281,288629,228161,205703,159477,105232,81109,42560,21734,
销售费用(万元),457520,440640,317542,284157,208476,189526,165635,119271,107020,70483,46167,
管理费用(万元),167630,496304,457470,403060,382234,274742,174370,128387,87366,62694,55965,
财务费用(万元),-49388,13860,-386,13937,-12938,-8385,-10533,-2293,-782,-2358,-4934,
资产减值损失(万元),13653,31708,41315,8185,7212,1422,7537,534,2709,1746,3528,
公允价值变动收益(万元),-14035,17540,--,-21,-406,-738,1047,313,-195,--,--,
投资收益(万元),21927,12422,3035,9810,3184,5918,1932,2436,5627,2121,1517,
对联营企业和合营企业的投资收益(万元),--,--,--,784,2001,1134,222,1195,4205,2156,684,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),623204,585415,1227648,928042,924368,966804,666340,401185,296778,85878,53167,
营业外收入(万元),25288,39069,24893,46735,44057,27884,22057,12631,8249,6331,6154,
营业外支出(万元),785,1187,4235,5919,4418,2715,4294,751,904,902,759,
非流动资产处置损失(万元),--,--,1713,4724,2388,1428,2713,252,416,493,137,
利润总额(万元),647707,623297,1248306,968858,964008,991972,684104,413065,304124,91307,58562,
所得税费用(万元),122943,118958,192911,162821,159888,168759,111896,62000,21415,-13962,3348,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),524764,504339,1055395,806036,804120,823213,572207,351065,282708,105269,55214,
归属于母公司所有者的净利润(万元),520731,502730,1055116,805933,804154,822365,569245,342620,270073,100336,51412,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),4033,1609,280,103,-34,848,2962,8446,12635,4933,3802,
基本每股收益,0.57,0.55,1.16,0.88,2.64,2.7,1.87,1.22,0.99,0.37,0.19,
稀释每股收益,--,--,--,--,--,--,--,--,--,--,--,
