报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),325109,264038,238971,195174,209297,210159,192448,
营业收入(万元),325109,264038,238971,195174,209297,210159,192448,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),289332,233042,208784,171558,187233,187604,170011,
营业成本(万元),193803,157893,131725,111504,119944,124193,113939,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),884,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),2723,2024,2311,1565,1882,1515,1500,
销售费用(万元),80022,61723,67563,52030,58349,51611,50123,
管理费用(万元),13010,11431,8455,8171,8326,11680,4620,
财务费用(万元),-1011,-761,-1320,-1968,-1267,-1542,-243,
资产减值损失(万元),-98,732,50,256,1,148,71,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),1326,349,133,380,408,333,508,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),40200,31692,30320,23996,22472,22889,22946,
营业外收入(万元),84,2853,2473,3254,2354,1673,314,
营业外支出(万元),39,17,60,215,425,192,348,
非流动资产处置损失(万元),--,--,46,13,10,34,4,
利润总额(万元),40246,34528,32733,27036,24401,24370,22911,
所得税费用(万元),8776,7752,6123,6693,5874,5954,5893,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),31470,26777,26610,20342,18527,18416,17018,
归属于母公司所有者的净利润(万元),31470,26777,26610,20395,18527,18416,17018,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,-53,--,--,--,
基本每股收益,0.79,0.74,0.74,0.57,0.51,0.51,--,
稀释每股收益,0.79,0.74,0.74,0.57,0.51,0.51,--,
